id	name	namespace	UPS1_mean	UPS2_mean	UPS1_01	UPS1_02	UPS1_03	UPS1_04	UPS2_01	UPS2_02	UPS2_03	UPS2_04	UPS1_01_n_peptide	UPS1_02_n_peptide	UPS1_03_n_peptide	UPS1_04_n_peptide	UPS2_01_n_peptide	UPS2_02_n_peptide	UPS2_03_n_peptide	UPS2_04_n_peptide	UPS1_01_n_samp_children	UPS1_02_n_samp_children	UPS1_03_n_samp_children	UPS1_04_n_samp_children	UPS2_01_n_samp_children	UPS2_02_n_samp_children	UPS2_03_n_samp_children	UPS2_04_n_samp_children
GO:0031236	extrinsic component of periplasmic side of plasma membrane	cellular_component	23.47628435480842	23.703687798356928	22.914175200678542	23.771065390992813	23.096540813270863	23.88490467772398	23.890533077858667	23.531928686006907	24.023397799357102	23.241508361441742	4.0	8.0	4.0	5.0	8.0	5.0	9.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031237	intrinsic component of periplasmic side of plasma membrane	cellular_component	23.031947399869207	23.065083036339786	23.480860497857286	23.055291928248376	22.06591354629944	23.178295349853762	22.984374984618277	22.657099491633367	23.272145192813323	23.262187697840435	5.0	4.0	2.0	5.0	5.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031240	external side of cell outer membrane	cellular_component	22.16062400046137	19.92858065615012	22.063430302905456	22.251681052537258	NA	NA	19.92858065615012	NA	NA	NA	1.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031241	periplasmic side of cell outer membrane	cellular_component	29.22000333610592	29.015144141535153	29.49075905150188	29.403337671059646	28.658151639009365	29.19177389749296	28.97418787913185	29.402472312931405	29.07353472274461	28.456026690515227	38.0	43.0	31.0	42.0	41.0	35.0	43.0	36.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031246	intrinsic component of periplasmic side of cell outer membrane	cellular_component	26.712216299839717	26.81207111988119	27.25958578711113	26.988437466545797	24.480419877521648	26.868831926122002	26.566478489746963	26.948238863487244	26.39225103429415	27.201671989892034	7.0	9.0	6.0	8.0	8.0	8.0	8.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031248	protein acetyltransferase complex	cellular_component	23.795457546079728	23.086985695197026	24.794046037634388	24.332940576366294	22.15137584080149	21.678720137058647	23.6662435941034	23.31887120955035	23.031837617003443	21.64889366933715	5.0	5.0	2.0	2.0	5.0	3.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0
GO:0031250	anaerobic ribonucleoside-triphosphate reductase complex	cellular_component	22.311758990012297	22.754755574787175	22.207742679142967	21.682446446131536	21.764763126693065	23.10971208738642	23.014692656014425	22.551223001021913	22.462353974550478	22.915172812063346	3.0	3.0	1.0	4.0	3.0	3.0	3.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031253	cell projection membrane	cellular_component	23.61805625697877	24.606213236780054	23.531195202869057	21.56745688022237	NA	24.479652057798056	19.536934281120477	NA	25.584566441260158	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	NA
GO:0031261	DNA replication preinitiation complex	cellular_component	24.016605106121855	23.36652261208746	23.945244961887905	23.894341342472025	24.290270483529074	23.89731344269919	23.608201316361576	24.22921683363419	23.26252391610487	19.504042977350462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031263	amine-transporting ATPase activity	molecular_function	29.34819037769495	29.39136911573103	29.228960177484023	29.24561191978667	29.35641860550032	29.540049414301638	29.368301318915098	29.23542901000216	29.48210189696228	29.46642792362916	26.0	30.0	26.0	32.0	31.0	27.0	31.0	31.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031267	small GTPase binding	molecular_function	29.139199132827116	28.374149066143165	29.650282186796428	28.767527934193744	29.378462744762526	28.453266043023888	28.514243888487716	29.217294399074866	28.2465234693312	25.96853516511814	6.0	6.0	6.0	6.0	6.0	6.0	4.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031279	regulation of cyclase activity	biological_process	20.532019666148354	20.274519527293208	20.330291859164763	19.898944613023176	21.22176551660283	20.335563288104467	19.264534148937898	20.214490267907635	20.057440572129053	21.026324714354047	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031280	negative regulation of cyclase activity	biological_process	20.532019666148354	20.274519527293208	20.330291859164763	19.898944613023176	21.22176551660283	20.335563288104467	19.264534148937898	20.214490267907635	20.057440572129053	21.026324714354047	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031300	intrinsic component of organelle membrane	cellular_component	30.45918740988607	27.224110820282206	30.685458308911013	30.427893686323348	30.387326073255956	30.307569909362936	27.612749502263448	27.68449804610515	27.06489997178081	25.970566828400216	23.0	25.0	18.0	27.0	17.0	15.0	12.0	15.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0
GO:0031301	integral component of organelle membrane	cellular_component	29.456376860709018	26.198760510087848	29.6800003788092	29.423769044832984	29.387326073255956	29.30664962156971	26.589284630721515	26.64885308462457	26.06489997178081	24.918121523043713	11.0	12.0	9.0	13.0	8.0	7.0	6.0	7.0	3.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0
GO:0031304	intrinsic component of mitochondrial inner membrane	cellular_component	21.869121263523724	21.79587256242258	22.636533465130498	21.975549926540886	NA	19.69271613004808	21.658912968071732	22.327787859687984	NA	21.16261468565407	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0
GO:0031305	integral component of mitochondrial inner membrane	cellular_component	21.869121263523724	21.79587256242258	22.636533465130498	21.975549926540886	NA	19.69271613004808	21.658912968071732	22.327787859687984	NA	21.16261468565407	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031312	extrinsic component of organelle membrane	cellular_component	27.37950425181334	27.289109869802832	27.374628311953018	27.473250231119522	27.005955673835793	27.599035289080508	27.491710148901223	27.199966339458477	27.201788023212696	27.242010358107272	16.0	16.0	14.0	15.0	15.0	14.0	15.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031314	extrinsic component of mitochondrial inner membrane	cellular_component	27.37950425181334	27.289109869802832	27.374628311953018	27.473250231119522	27.005955673835793	27.599035289080508	27.491710148901223	27.199966339458477	27.201788023212696	27.242010358107272	16.0	16.0	14.0	15.0	15.0	14.0	15.0	13.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031323	regulation of cellular metabolic process	biological_process	38.377620827837305	38.15575343806614	38.42550794804664	38.358938975287266	38.40046286820327	38.32346378034361	38.16822151194812	38.248543528795544	38.0842122037025	38.116663792762374	11263.0	12096.0	10284.0	11770.0	11738.0	10431.0	10788.0	10344.0	16.0	16.0	16.0	16.0	16.0	15.0	16.0	15.0
GO:0031324	negative regulation of cellular metabolic process	biological_process	35.29847459873699	35.14862171752369	35.34821091212012	35.258145328911695	35.37065956036283	35.211022705279774	35.14292918279397	35.28737455817047	35.07274186382013	35.08101811324127	1296.0	1381.0	1192.0	1348.0	1366.0	1217.0	1243.0	1205.0	7.0	7.0	7.0	6.0	7.0	6.0	6.0	6.0
GO:0031325	positive regulation of cellular metabolic process	biological_process	33.86829811317066	33.45386350695121	33.82941511699037	33.89480688769281	33.79575301353264	33.94839420904967	33.56228676557974	33.31279032949029	33.466983088980555	33.46245224724799	439.0	478.0	400.0	471.0	441.0	401.0	424.0	387.0	9.0	9.0	9.0	9.0	9.0	8.0	9.0	8.0
GO:0031326	regulation of cellular biosynthetic process	biological_process	36.93090624260381	36.78604607756136	36.98131669485407	36.91392804202869	36.94529317603136	36.88117719979349	36.807748548197736	36.87610339205699	36.720927649311854	36.73399489073732	4747.0	5146.0	4283.0	4978.0	5081.0	4407.0	4599.0	4464.0	8.0	8.0	8.0	8.0	8.0	7.0	8.0	7.0
GO:0031327	negative regulation of cellular biosynthetic process	biological_process	34.16971222474233	34.01595810367998	34.20436199099915	34.14330520980554	34.23205073175944	34.09521409393123	33.98969044274169	34.172200402698756	33.961698082319295	33.92757071077668	672.0	725.0	617.0	704.0	712.0	636.0	641.0	629.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0
GO:0031328	positive regulation of cellular biosynthetic process	biological_process	31.983559175633275	31.911902958006294	31.86816369652713	32.028573142665934	31.932161385520768	32.094826507499434	32.031035580343826	31.782315018101478	31.929607298568325	31.89372419100812	141.0	155.0	124.0	152.0	155.0	132.0	145.0	134.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0031329	regulation of cellular catabolic process	biological_process	31.031136855391484	31.032054227457326	30.923696853091062	31.090922495410908	31.238927088901928	30.837729109846208	30.74216508119344	31.428529864465336	30.776520181478663	31.071992284364192	21.0	23.0	20.0	23.0	23.0	23.0	21.0	20.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0
GO:0031331	positive regulation of cellular catabolic process	biological_process	28.02355440995714	27.840543970436773	27.89738195311831	28.07154964507079	28.117047988257287	27.99876316608887	27.677482702921647	28.1307589068094	27.79430883071547	27.71331648404835	3.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
GO:0031333	negative regulation of protein complex assembly	biological_process	31.15900002059704	23.271224787884954	31.261845286859664	31.123222090881146	31.192541854140668	31.04977090461676	23.21162589752143	23.989602326653667	22.79547629412639	22.706415713448354	31.0	32.0	30.0	30.0	8.0	12.0	6.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031334	positive regulation of protein complex assembly	biological_process	32.192772956182004	27.263229193856624	32.29104455991158	32.11632830718294	32.250326846154394	32.10414713231206	27.395069820877143	27.03792156348823	27.444496248153474	27.135100265426168	56.0	58.0	55.0	56.0	19.0	24.0	17.0	19.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031344	regulation of cell projection organization	biological_process	33.155110908232686	25.75070525065411	33.28501020497087	33.014004868958544	33.24506429175025	33.05756768589173	25.09044344494545	26.63539270799559	25.31019051040837	25.399631367528574	88.0	88.0	88.0	88.0	28.0	36.0	32.0	32.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031346	positive regulation of cell projection organization	biological_process	31.15511090823269	23.75070525065411	31.285010204970867	31.01400486895854	31.245064291750253	31.057567685891733	23.09044344494545	24.635392707995585	23.31019051040837	23.39963136752857	22.0	22.0	22.0	22.0	7.0	9.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031347	regulation of defense response	biological_process	28.97651887562408	28.624372928965485	29.13118789655625	29.27549135371407	28.079816801774165	29.1393125422083	28.819478498548563	28.767186426404958	28.438531057603118	28.426773041523738	55.0	61.0	42.0	59.0	57.0	49.0	46.0	45.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0031348	negative regulation of defense response	biological_process	27.83775175318993	27.47164267670892	27.935342640805064	27.91609944217582	27.085482505792907	28.194501370391286	27.56091114122897	27.72503450080043	27.44373007216083	27.08201144426863	27.0	30.0	20.0	29.0	28.0	24.0	23.0	22.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0031349	positive regulation of defense response	biological_process	24.864051630181063	24.939379001725392	25.71746228264669	25.71375835384558	22.967411533041556	21.835259948728847	25.61384624105748	24.355655281994128	23.10501690491169	25.481724111338732	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031362	anchored component of external side of plasma membrane	cellular_component	26.903514828780917	26.829986670591843	27.14985328052874	26.946435002527515	26.14110980380154	27.15943551003492	26.88164186121354	26.415191779187662	26.872932769982057	27.072686784366503	33.0	35.0	26.0	36.0	37.0	27.0	36.0	32.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031365	N-terminal protein amino acid modification	biological_process	26.525100322383615	26.436097739251117	25.942975980738776	26.605112720287252	26.405003741933232	26.963251941682042	26.6153937360301	25.38524081367745	26.796047786157576	26.575706014237905	15.0	18.0	12.0	16.0	18.0	9.0	16.0	15.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031369	translation initiation factor binding	molecular_function	22.275465348044882	NA	NA	NA	NA	22.275465348044882	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031386	protein tag	molecular_function	25.79381029928263	21.764053520605113	25.690317315553227	25.608055699069727	25.934017851229388	25.915449793882917	22.16445010572466	21.148846470429483	22.323115232601282	20.91196561288765	2.0	2.0	2.0	2.0	3.0	1.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031388	organic acid phosphorylation	biological_process	22.982353504442564	22.418645124380284	23.375325210242057	23.326284310940235	22.85768990568282	21.98372838558299	23.312705801932495	21.47319111770657	22.277536005486546	21.93569427664899	4.0	6.0	3.0	5.0	5.0	3.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031395	bursicon neuropeptide hormone complex	cellular_component	21.819146893223767	21.44110729382516	22.09122015076977	21.665372741743735	21.975821517357176	21.458559622998578	21.297676769853567	21.907613680439766	21.173326340735702	21.26041700061698	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031399	regulation of protein modification process	biological_process	32.783118416624525	29.178574144467163	32.9060008758832	32.7857444895296	32.646277319386954	32.78277410517785	29.288096356592767	28.973646599312072	29.046030248665392	29.369284249399115	141.0	146.0	153.0	147.0	80.0	123.0	109.0	84.0	7.0	7.0	6.0	7.0	7.0	6.0	6.0	6.0
GO:0031400	negative regulation of protein modification process	biological_process	27.22824020741125	25.032487049058975	26.55796596072307	27.645163105513024	27.038143644215033	27.442351052787078	24.58966753904826	25.649394084845454	24.427691747091878	25.134346972427416	5.0	6.0	6.0	5.0	3.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031401	positive regulation of protein modification process	biological_process	30.598162575204384	27.39279966778218	30.802350320421468	30.568434668877185	30.443745797750374	30.55401379681811	27.631992718461557	26.932365704695385	27.331484572463257	27.57486901110597	31.0	31.0	32.0	32.0	18.0	26.0	23.0	19.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0
GO:0031402	sodium ion binding	molecular_function	25.863728695301724	25.233864177156377	25.50274160057619	25.130869648985176	26.884700423797206	25.103426657778986	25.31515041192839	24.868610399780135	25.744209551126104	24.802024159257872	5.0	5.0	5.0	5.0	5.0	4.0	5.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031404	chloride ion binding	molecular_function	29.84220814207997	25.249482547391157	29.746046552760955	29.97012905772905	29.47388843621035	30.10172676425838	25.680933449477767	25.127458221598417	25.191319744650695	24.876205726178643	16.0	18.0	15.0	15.0	12.0	11.0	12.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031405	lipoic acid binding	molecular_function	31.35513993755962	31.27223831297794	31.57019702482071	31.272296398516893	31.35353690189591	31.196977620129807	31.316459830327446	31.354757865688363	31.202815361587	31.20881196917982	38.0	37.0	33.0	36.0	35.0	32.0	37.0	35.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031406	carboxylic acid binding	molecular_function	32.60421525406337	32.478863409221496	32.79955048453741	32.516182564746025	32.62019264210116	32.45712305103602	32.4892420116854	32.623212083994616	32.38031943080062	32.41027942167317	174.0	190.0	168.0	180.0	183.0	161.0	172.0	161.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
GO:0031410	cytoplasmic vesicle	cellular_component	31.070774980640255	24.83903117021691	31.15045496379795	30.971849562849705	31.201102379793138	30.942533676227765	23.815826055332927	25.454706631431485	24.77818237842967	24.86335482378322	29.0	29.0	29.0	28.0	9.0	13.0	9.0	10.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0031412	gas vesicle organization	biological_process	20.108925378078975	19.65869723251496	20.417865607583217	20.13121593103333	18.271230822522718	20.66067615827077	20.026723927044674	20.146417707320186	17.917303361726514	19.67034387756468	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031414	N-terminal protein acetyltransferase complex	cellular_component	21.43309762972716	20.51722618573746	22.30561444130872	21.358292717657005	19.581850589733975	21.347696927664508	21.511660120654398	20.097724915700482	18.573911199499612	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA
GO:0031415	NatA complex	cellular_component	21.43309762972716	20.51722618573746	22.30561444130872	21.358292717657005	19.581850589733975	21.347696927664508	21.511660120654398	20.097724915700482	18.573911199499612	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031418	L-ascorbic acid binding	molecular_function	23.71733734222553	23.1783322351626	24.29650010910454	23.935129829606296	23.377384066840925	22.8626844120894	23.60505504815059	23.996687413956085	22.061263917457467	21.965427534208228	5.0	6.0	5.0	5.0	6.0	6.0	3.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031419	cobalamin binding	molecular_function	26.703974810702693	26.338106794231646	26.47576782913532	26.4239955575793	27.285397873883987	26.428847564267056	26.40951605626117	26.258236515621995	26.03462740835675	26.59248179527033	25.0	29.0	19.0	27.0	32.0	22.0	33.0	28.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031420	alkali metal ion binding	molecular_function	31.213233533315798	31.031979737060446	31.26373413734148	31.04559102245787	31.25544659137962	31.27589039741689	31.0220332825019	31.228740696423422	30.505792093828	31.253994283338166	32.0	33.0	30.0	33.0	32.0	30.0	32.0	28.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031421	invertasome	cellular_component	26.005642313855848	25.895307185662862	24.541266836806837	23.894737002600692	27.743627563078892	22.177686363955928	24.030816981260223	27.658114296578248	21.70193227119359	24.04400486092207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031424	keratinization	biological_process	26.53861451607639	25.825680246390817	26.304627907206957	26.34408277606425	26.861504093824536	26.57427801614772	25.56440715526557	25.954541993011848	25.73824920775241	26.003305686157574	11.0	13.0	11.0	14.0	14.0	10.0	10.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031430	M band	cellular_component	28.260541269891725	28.128267716063004	28.039383927851716	27.980385669871467	28.625088485408128	28.304786173625327	27.725859090410513	28.622854957417154	27.868695303650906	28.127045043234787	3.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031437	regulation of mRNA cleavage	biological_process	23.19372922145689	22.927270791736003	23.07870657861839	23.371401544744597	23.01921524134616	23.2771246191833	23.297933447314154	23.052739084838635	22.30861611478313	22.875742615942567	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031439	positive regulation of mRNA cleavage	biological_process	23.19372922145689	22.927270791736003	23.07870657861839	23.371401544744597	23.01921524134616	23.2771246191833	23.297933447314154	23.052739084838635	22.30861611478313	22.875742615942567	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031455	glycine betaine metabolic process	biological_process	27.869397896681104	27.825255057334996	28.01809584683895	27.922399514769225	27.454540286899842	28.012029408830358	27.77563358024897	27.759629567323756	27.84981003150668	27.910833862862386	25.0	28.0	20.0	27.0	28.0	21.0	28.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031456	glycine betaine biosynthetic process	biological_process	27.869397896681104	27.825255057334996	28.01809584683895	27.922399514769225	27.454540286899842	28.012029408830358	27.77563358024897	27.759629567323756	27.84981003150668	27.910833862862386	25.0	28.0	20.0	27.0	28.0	21.0	28.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031460	glycine betaine transport	biological_process	28.739742390054094	28.746190805898088	28.83409552275679	28.802122848030873	28.51326591519865	28.787289538295564	29.05923264343744	28.5685971927834	28.774804552215908	28.517599108093638	30.0	35.0	26.0	33.0	36.0	28.0	33.0	29.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031461	cullin-RING ubiquitin ligase complex	cellular_component	29.90889684298204	26.044170292159578	29.718624791968413	29.78110537173345	30.336598607627643	29.696728788607434	26.060176167658636	26.47024110214532	25.577654883207963	25.926326465259173	15.0	16.0	14.0	15.0	10.0	9.0	9.0	11.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
GO:0031467	Cul7-RING ubiquitin ligase complex	cellular_component	22.903630698328303	23.766090284409774	24.025006755190162	21.696838558446032	NA	21.54970251859319	23.807398369340568	22.58020818885209	23.358070609160794	24.596135182381616	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031469	polyhedral organelle	cellular_component	23.45055129294145	23.159349046326483	23.808226475681707	23.845927940751494	23.298067065653072	22.461057883300253	23.61943655642109	22.952637039293222	23.596626215973554	21.85112808895874	2.0	3.0	1.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031471	ethanolamine degradation polyhedral organelle	cellular_component	23.45055129294145	23.159349046326483	23.808226475681707	23.845927940751494	23.298067065653072	22.461057883300253	23.61943655642109	22.952637039293222	23.596626215973554	21.85112808895874	2.0	3.0	1.0	3.0	2.0	2.0	3.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031503	protein-containing complex localization	biological_process	27.05182100778246	26.65249728828241	27.821474644216348	27.421905306627252	26.12817058778692	25.97945289843543	27.377625168300995	25.650678542171956	27.02506621065691	25.79765737844925	19.0	19.0	19.0	19.0	19.0	16.0	19.0	14.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0
GO:0031506	cell wall glycoprotein biosynthetic process	biological_process	21.746822972933508	21.767897720656997	20.906553516099343	21.49023738857931	21.05667555078504	22.735673842196807	22.177671244327804	21.067893382568236	22.458285973070915	20.590781711297453	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031514	motile cilium	cellular_component	29.227042089864216	28.891106766993264	29.540797619296466	29.21385607435705	28.545365451039242	29.419512595505594	28.902324765668407	28.467818975208672	28.979240169387797	29.13413814805476	4.0	6.0	5.0	6.0	6.0	5.0	5.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031522	cell envelope Sec protein transport complex	cellular_component	29.113830786548792	29.1474851099268	29.152045361278976	29.03952529521935	29.022322703087518	29.231282935323204	29.13388001580744	28.899810620498275	29.3354023497786	29.187346438841598	6.0	6.0	5.0	6.0	6.0	6.0	5.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031554	regulation of DNA-templated transcription, termination	biological_process	31.228144408363686	31.20618982909663	31.307135527748795	31.270359258161108	31.10610824196292	31.221112355472034	31.30883553720742	31.093112801599972	31.11163149196963	31.297160318409027	60.0	66.0	60.0	64.0	66.0	60.0	59.0	59.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0
GO:0031555	transcriptional attenuation	biological_process	NA	17.134028770276373	NA	NA	NA	NA	17.134028770276373	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031564	transcription antitermination	biological_process	31.011295261040587	31.03143435420276	31.102808673824196	31.05883166673486	30.86372789640042	31.00875778152483	31.135309714442027	30.89521281640396	30.942524681732884	31.136054848060766	55.0	60.0	55.0	58.0	59.0	55.0	53.0	53.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031577	spindle checkpoint	biological_process	23.848941885149564	24.831423713517474	NA	23.09732101073981	24.422874333745003	23.72470394907561	25.451382342203	24.620515798136058	NA	24.09247439065403	NA	2.0	2.0	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0	2.0	2.0	NA	2.0
GO:0031589	cell-substrate adhesion	biological_process	26.057798773376206	25.929667198393837	25.8844679803835	25.10940090010321	26.48877690553859	26.37608915905164	26.35557266949864	26.31583105685058	25.36365026107996	25.360898198425236	8.0	8.0	7.0	9.0	10.0	9.0	9.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031597	cytosolic proteasome complex	cellular_component	30.068894706462686	30.042649449416174	29.967531987142845	30.227890394575244	29.90373073733357	30.152293442001717	30.18086112341183	29.85777691498999	30.070968952280488	30.042519053830567	55.0	57.0	51.0	56.0	58.0	56.0	53.0	53.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0031625	ubiquitin protein ligase binding	molecular_function	29.91859478566939	26.898253063038823	30.134085917882683	29.87040129977292	29.910583394417394	29.729723728080828	27.227552284890777	27.332915631007733	26.387842141840164	26.36287938103692	18.0	19.0	17.0	20.0	13.0	13.0	10.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031627	telomeric loop formation	biological_process	26.199686225714114	25.416173241969986	26.620957811610097	26.367083636930175	26.111810475412057	25.455379849622997	25.741503830778722	26.370606452136357	20.917153745789925	25.029716377261657	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	biological_process	24.28605221358548	23.818881695471077	24.800230520828794	24.380127617552215	24.00128697477369	23.73719889052025	23.873217936842682	24.424371334292243	23.828196726731463	22.613471808697565	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031640	killing of cells of other organism	biological_process	34.88491552226061	35.916407932993515	35.16998958255424	34.693047081280504	35.00565277311956	34.59643805193268	35.86043855056899	36.16293815950086	35.80084472856674	35.80966107743245	321.0	309.0	302.0	289.0	321.0	303.0	306.0	307.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031647	regulation of protein stability	biological_process	30.417674080132883	30.363076904140435	30.373503131858488	30.55704218073288	30.53869547886146	30.16823926604879	30.379497406071128	30.47320235463446	30.17553073969831	30.40730745799349	44.0	51.0	40.0	47.0	48.0	43.0	43.0	44.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0031667	response to nutrient levels	biological_process	34.1785421417662	34.77420931787208	34.366770133874276	34.09467634420162	34.17932132881043	34.05285962968978	34.7352873099273	34.946047752942484	34.714336256431565	34.68613311248139	372.0	394.0	339.0	393.0	388.0	354.0	376.0	363.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0031668	cellular response to extracellular stimulus	biological_process	33.33656241681367	33.89037635392694	33.55294367637113	33.25555955675034	33.32883999024474	33.181546576663585	33.859696352844814	34.04859123817613	33.80599554910793	33.83440484980109	267.0	284.0	242.0	272.0	281.0	256.0	267.0	263.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
