id	name	namespace	log2fc_WS_over_NS	corrected_p
GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	molecular_function	2.04150434050655	0.000509964303303526
GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	molecular_function	2.05688042796348	0.0014703009603703
GO:0016896	exoribonuclease activity, producing 5'-phosphomonoesters	molecular_function	2.06800617354999	0.000509964303303526
GO:0004427	inorganic diphosphatase activity	molecular_function	2.08203241057054	0.000648372570666835
GO:0004527	exonuclease activity	molecular_function	2.08318017522927	0.000509964303303526
GO:0045150	acetoin catabolic process	biological_process	2.08948832756538	0.00226962648510339
GO:0004155	6,7-dihydropteridine reductase activity	molecular_function	2.09232122928358	0.00226962648510339
GO:0009423	chorismate biosynthetic process	biological_process	2.15427979615436	0.000700695943222678
GO:0044038	cell wall macromolecule biosynthetic process	biological_process	2.16283646652235	0.000509964303303526
GO:0006449	regulation of translational termination	biological_process	2.16941317722568	0.000509964303303526
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity	molecular_function	2.17664152252639	0.000509964303303526
GO:0106130	purine phosphoribosyltransferase activity	molecular_function	2.21251494232796	0.000509964303303526
GO:0061783	peptidoglycan muralytic activity	molecular_function	2.22951127704006	0.00316335177973848
GO:0070981	L-asparagine biosynthetic process	biological_process	2.23914206133395	0.0169073840300135
GO:0006400	tRNA modification	biological_process	2.2962758394355	0.000509964303303526
GO:0030698	5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity	molecular_function	2.3097054717751	0.0037265988146589
GO:0004534	5'-3' exoribonuclease activity	molecular_function	2.31491338122035	0.000509964303303526
GO:0015103	inorganic anion transmembrane transporter activity	molecular_function	2.32290766158193	0.000823616858462386
GO:0043225	ATPase-coupled anion transmembrane transporter activity	molecular_function	2.32423167481867	0.000823616858462386
GO:0004642	phosphoribosylformylglycinamidine synthase activity	molecular_function	2.35456243167018	0.000823616858462386
GO:0046890	regulation of lipid biosynthetic process	biological_process	2.37918942043363	0.00545626741394242
GO:0016783	sulfurtransferase activity	molecular_function	2.43082194910908	0.000509964303303526
GO:0018492	carbon-monoxide dehydrogenase (acceptor) activity	molecular_function	2.43700275400688	0.0321695185204592
GO:0008175	tRNA methyltransferase activity	molecular_function	2.48576215294185	0.000509964303303526
GO:0032264	IMP salvage	biological_process	2.53156785155755	0.000549814523926751
GO:0008026	ATP-dependent helicase activity	molecular_function	2.53750708229997	0.000509964303303526
GO:0070084	protein initiator methionine removal	biological_process	2.5426799405793	0.000509964303303526
GO:0019430	removal of superoxide radicals	biological_process	2.55486111410172	0.000995916034056434
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	2.58981238569055	0.000509964303303526
GO:0052657	guanine phosphoribosyltransferase activity	molecular_function	2.60200580905992	0.000509964303303526
GO:0009399	nitrogen fixation	biological_process	2.61918476719852	0.000509964303303526
GO:0004084	branched-chain-amino-acid transaminase activity	molecular_function	2.63256017143942	0.00192447208815589
GO:0009097	isoleucine biosynthetic process	biological_process	2.6434055355484	0.000509964303303526
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	2.70457281053546	0.00192447208815589
GO:0009082	branched-chain amino acid biosynthetic process	biological_process	2.71714983605368	0.000509964303303526
GO:0009081	branched-chain amino acid metabolic process	biological_process	2.72798902518704	0.000509964303303526
GO:0015171	amino acid transmembrane transporter activity	molecular_function	2.74930018085669	0.000509964303303526
GO:0004004	ATP-dependent RNA helicase activity	molecular_function	2.76051273947258	0.000509964303303526
GO:0006542	glutamine biosynthetic process	biological_process	2.8006260075173	0.000509964303303526
GO:0009099	valine biosynthetic process	biological_process	2.81011287925126	0.000509964303303526
GO:0008509	anion transmembrane transporter activity	molecular_function	2.81250959730475	0.000509964303303526
GO:0008184	glycogen phosphorylase activity	molecular_function	2.81476575915375	0.000700695943222678
GO:0008514	organic anion transmembrane transporter activity	molecular_function	2.82583672360013	0.000509964303303526
GO:0009374	biotin binding	molecular_function	2.86292732293884	0.00192447208815589
GO:0052908	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	molecular_function	2.8668189582904	0.000509964303303526
GO:0019216	regulation of lipid metabolic process	biological_process	2.88940155912698	0.00263772309838162
GO:0009228	thiamine biosynthetic process	biological_process	2.90005828821927	0.000648372570666835
GO:0015294	solute:cation symporter activity	molecular_function	2.91610693819971	0.000601291333719462
GO:0004160	dihydroxy-acid dehydratase activity	molecular_function	2.93768118503751	0.00204200421366
GO:0009098	leucine biosynthetic process	biological_process	2.95086272317551	0.000509964303303526
GO:0003993	acid phosphatase activity	molecular_function	2.98580130549815	0.00611474606869045
GO:0004459	L-lactate dehydrogenase activity	molecular_function	2.98815318491247	0.000509964303303526
GO:0046943	carboxylic acid transmembrane transporter activity	molecular_function	2.99379789331972	0.000509964303303526
GO:0047473	D-alanine [D-alanyl carrier protein] ligase activity	molecular_function	3.0031494404913	0.000509964303303526
GO:0042723	thiamine-containing compound metabolic process	biological_process	3.01509020666902	0.000549814523926751
GO:0008662	1-phosphofructokinase activity	molecular_function	3.02181031766941	0.000549814523926751
GO:0019350	teichoic acid biosynthetic process	biological_process	3.04171073429667	0.000509964303303526
GO:0006107	oxaloacetate metabolic process	biological_process	3.0433231168363	0.000509964303303526
GO:0046374	teichoic acid metabolic process	biological_process	3.04887968623261	0.000509964303303526
GO:0070395	lipoteichoic acid biosynthetic process	biological_process	3.05439133306538	0.000509964303303526
GO:0005342	organic acid transmembrane transporter activity	molecular_function	3.06485363399637	0.000509964303303526
GO:0015821	methionine transport	biological_process	3.07072740061716	0.000615989094755088
GO:0031072	heat shock protein binding	molecular_function	3.22184024939262	0.000509964303303526
GO:0005351	carbohydrate:proton symporter activity	molecular_function	3.22767025865329	0.000700695943222678
GO:0009725	response to hormone	biological_process	3.25718925404466	0.0014703009603703
GO:0033993	response to lipid	biological_process	3.25718925404466	0.0014703009603703
GO:0097305	response to alcohol	biological_process	3.25718925404466	0.0014703009603703
GO:1901654	response to ketone	biological_process	3.25718925404466	0.0014703009603703
GO:0014070	response to organic cyclic compound	biological_process	3.26832640937114	0.0014703009603703
GO:0010033	response to organic substance	biological_process	3.27268902533819	0.00118942649236891
GO:0005971	ribonucleoside-diphosphate reductase complex	cellular_component	3.36156310590666	0.000509964303303526
GO:0004180	carboxypeptidase activity	molecular_function	3.3723537685405	0.00316335177973848
GO:0019218	regulation of steroid metabolic process	biological_process	3.4144428819096	0.00120271123585921
GO:0032350	regulation of hormone metabolic process	biological_process	3.4144428819096	0.00120271123585921
GO:0030650	peptide antibiotic metabolic process	biological_process	3.52090737051793	0.000601291333719462
GO:0030152	bacteriocin biosynthetic process	biological_process	3.52090737051794	0.000601291333719462
GO:0019748	secondary metabolic process	biological_process	3.56150092992796	0.000509964303303526
GO:0009404	toxin metabolic process	biological_process	3.64421569421875	0.000509964303303526
GO:0000967	rRNA 5'-end processing	biological_process	3.66973171462408	0.000994107434538868
GO:0030234	enzyme regulator activity	molecular_function	3.68885276078084	0.00691085602609396
GO:0004455	ketol-acid reductoisomerase activity	molecular_function	3.76267616786309	0.000509964303303526
GO:0008134	transcription factor binding	molecular_function	4.31185677720848	0.000509964303303526
GO:0047112	pyruvate oxidase activity	molecular_function	5.85826622541049	0.000601291333719462
