id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X730NS_n_samp_children	X730WS_n_samp_children	X733NS_n_samp_children	X733WS_n_samp_children	X734NS_n_samp_children	X734WS_n_samp_children	X737NS_n_samp_children	X737WS_n_samp_children	X760NS_n_samp_children	X760WS_n_samp_children	X769NS_n_samp_children	X769WS_n_samp_children	X781NS_n_samp_children	X781WS_n_samp_children	X795NS_n_samp_children	X795WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X861NS_n_samp_children	X861WS_n_samp_children	X866NS_n_samp_children	X866WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
79681	Tissierella creatinophila	species	NA	17.912056429828557	NA	NA	NA	17.912056429828557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79880	Bacillus clausii	species	22.087982537377588	20.863665545433125	18.220712326358218	17.414285982284035	NA	17.533438398596118	NA	20.50927347658605	NA	22.644490370306173	19.092334115651944	22.33757916588627	NA	NA	20.18973914854929	17.395088759169823	24.756548659645386	19.300233920305963	21.227348217332306	18.661967074094964	20.560864737938594	18.356456115012534	20.213300104794644	22.35213604146921	15.369048862918818	18.429180874536627	2.0	1.0	NA	1.0	NA	3.0	NA	4.0	3.0	2.0	NA	NA	4.0	1.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	4.0	1.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80840	Burkholderiales	order	23.2347231820503	24.191857549926713	24.640769391475434	22.49892579153091	22.434189871458987	24.281718307127452	22.5909037229239	25.460514583788047	21.70902362673431	22.292272333763286	23.194711590563138	21.508181128805152	21.987370566885478	22.182517037441276	22.73121948207333	22.394046776728832	21.575708778486806	23.148679590417554	24.86081869554077	24.345937800800677	23.66919857279261	23.69406861788015	22.401891846578028	21.900975789308337	21.811629650857252	26.43884010150076	6.0	6.0	9.0	7.0	10.0	14.0	10.0	14.0	12.0	4.0	14.0	8.0	15.0	10.0	7.0	13.0	13.0	9.0	21.0	9.0	13.0	12.0	11.0	16.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0
80864	Comamonadaceae	family	22.553357356490963	23.467860526085104	24.559270467762534	22.493776580893538	19.11615478341163	20.47279931251844	22.40148337904896	24.37981662672276	20.209160576645992	22.044405002453598	22.397346684112172	21.15654248234552	19.28393936206647	20.555383962244363	22.536305922212126	19.104938248173816	20.150509117096377	20.741430420533984	24.53833522418264	23.85374233705968	19.61583461514025	23.251330123308914	20.886497842929153	20.641166070602743	20.313083796314213	26.11606278532204	4.0	4.0	5.0	2.0	7.0	7.0	2.0	7.0	8.0	1.0	5.0	2.0	11.0	3.0	5.0	6.0	3.0	2.0	7.0	4.0	6.0	6.0	4.0	6.0	2.0	3.0	3.0	1.0	4.0	4.0	2.0	3.0	4.0	1.0	2.0	1.0	4.0	1.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0
80865	Delftia	genus	20.003755658598024	20.861908046606192	NA	16.53316402438914	17.74573525728855	NA	17.32771625560334	14.22857847970319	NA	NA	19.778099220803373	NA	NA	NA	22.036197408059955	NA	18.74648597182612	19.969913215088173	NA	17.365294397449933	NA	23.117792114867818	NA	19.96336704366509	18.114593387837424	NA	NA	2.0	2.0	NA	1.0	1.0	NA	NA	2.0	NA	NA	NA	2.0	NA	1.0	2.0	NA	1.0	NA	1.0	NA	1.0	2.0	NA	NA	1.0	1.0	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	NA
80866	Delftia acidovorans	species	17.34867229593125	18.198361398922412	NA	11.598751500662896	14.384333500747049	NA	NA	14.22857847970319	NA	NA	19.07998840157275	NA	NA	NA	14.536695587316048	NA	NA	18.148124546229507	NA	17.365294397449933	NA	NA	NA	19.96336704366509	16.05942940911197	NA	NA	1.0	1.0	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81850	Leuconostocaceae	family	NA	18.095028987291936	NA	NA	NA	18.095028987291936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81852	Enterococcaceae	family	22.397310264317134	22.621321101094164	23.705498754387595	23.414903433927392	24.39647184776798	24.887581294384425	20.563847819772977	21.23085263188748	15.879527869127314	20.810965529539427	22.301800921494007	20.662757053309605	21.145709716920308	20.89407562036324	22.045781043215825	20.250939714506238	NA	21.276906745831088	20.386015777278477	19.649999339047973	22.18893901251428	23.524740681705175	21.35099090831101	21.22022652485775	21.38884102081797	22.96177415964132	8.0	5.0	13.0	7.0	3.0	6.0	2.0	5.0	7.0	7.0	3.0	6.0	12.0	8.0	NA	10.0	4.0	4.0	4.0	12.0	5.0	8.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0
82115	Rhizobiaceae	family	19.846768802368473	19.385550301956055	20.771705693700344	20.192922011694908	21.079002187200366	19.605738406700922	18.237831178932108	19.825296717342198	17.541885721491212	20.37884291936049	18.23875366121029	17.39240241713882	18.257211042997202	NA	NA	NA	17.827696933883303	18.02000738906207	21.039920384853033	18.684891590321477	NA	NA	NA	NA	19.887060626485546	18.336945103302607	3.0	2.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	NA	NA	NA	1.0	2.0	4.0	1.0	NA	NA	NA	NA	4.0	2.0	1.0	NA	NA	NA	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	2.0
82135	Atopobium vaginae	species	NA	18.284319784278676	NA	NA	NA	19.259513346217897	NA	NA	NA	16.37837767824645	NA	NA	NA	17.902094106452235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82202	Centipeda	genus	20.578392645980696	20.232426393603394	NA	NA	NA	21.65063221426078	NA	NA	NA	NA	NA	NA	21.679404777429514	NA	20.635522047987973	14.083908704971304	15.366360854371306	NA	NA	NA	21.055356761888387	NA	19.24110715820412	NA	NA	18.55838416360607	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	3.0	NA	1.0	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	1.0
82203	Centipeda periodontii	species	20.578392645980696	20.232426393603394	NA	NA	NA	21.65063221426078	NA	NA	NA	NA	NA	NA	21.679404777429514	NA	20.635522047987973	14.083908704971304	15.366360854371306	NA	NA	NA	21.055356761888387	NA	19.24110715820412	NA	NA	18.55838416360607	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	3.0	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82348	Streptococcus pluranimalium	species	20.07456234358301	16.579415315674584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.507790292076026	NA	17.166437354409933	NA	NA	NA	16.6109154518371	NA	NA	20.07456234358301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82593	Geometridae	family	NA	18.18159461526436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.18159461526436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
82976	Buttiauxella	genus	19.201793771197625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.201793771197625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83555	Chlamydia abortus	species	18.108654395403693	15.86333107497943	NA	NA	NA	NA	NA	NA	NA	NA	18.84169214256569	NA	NA	NA	NA	15.86333107497943	NA	NA	NA	NA	NA	NA	16.543172305363594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83558	Chlamydia pneumoniae	species	18.1583188326179	NA	NA	NA	NA	NA	18.819152161297033	NA	16.704143541328513	NA	18.595897280218153	NA	NA	NA	18.285392909960503	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.439595624503646	NA	NA	NA	NA	NA	2.0	NA	1.0	NA	1.0	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84108	Slackia	genus	17.39095023690626	21.85228504635404	NA	NA	NA	NA	16.67629046459794	16.165180940787128	NA	NA	18.12950589043235	NA	18.443887656987783	16.9056559575745	NA	17.53701659671839	NA	NA	NA	17.947679607713123	14.145769497977298	24.38737087382209	NA	NA	16.50713653522773	17.017671486429094	NA	NA	NA	NA	2.0	1.0	NA	NA	1.0	NA	2.0	1.0	NA	2.0	NA	NA	NA	1.0	1.0	2.0	NA	NA	1.0	1.0	NA	NA	NA	NA	1.0	1.0	NA	NA	1.0	NA	1.0	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	1.0	1.0
84109	Slackia exigua	species	17.682122406671045	21.85228504635404	NA	NA	NA	NA	16.67629046459794	16.165180940787128	NA	NA	18.12950589043235	NA	18.443887656987783	16.9056559575745	NA	17.53701659671839	NA	NA	NA	17.947679607713123	NA	24.38737087382209	NA	NA	16.50713653522773	17.017671486429094	NA	NA	NA	NA	2.0	1.0	NA	NA	1.0	NA	2.0	1.0	NA	2.0	NA	NA	NA	1.0	NA	2.0	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84111	Eggerthella	genus	17.529350666262843	17.837424034196466	NA	NA	NA	15.107647578403702	NA	NA	NA	NA	NA	NA	NA	NA	16.941633001114454	13.187419974475837	NA	NA	NA	NA	17.945763777151928	NA	NA	19.327696742356043	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	3.0	NA	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA
84112	Eggerthella lenta	species	17.529350666262843	17.837424034196466	NA	NA	NA	15.107647578403702	NA	NA	NA	NA	NA	NA	NA	NA	16.941633001114454	13.187419974475837	NA	NA	NA	NA	17.945763777151928	NA	NA	19.327696742356043	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	3.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84135	Gemella sanguinis	species	25.119968005492133	22.17786829346876	27.86827290532764	NA	22.419278735961267	17.62240999306713	NA	NA	24.646895043182354	20.310036121113992	23.44554775437383	20.75146378525717	14.909634402323567	NA	NA	NA	20.159270789868145	NA	21.02211881958166	23.905322939552942	NA	NA	NA	NA	16.02564155155829	NA	263.0	NA	1.0	2.0	NA	NA	42.0	8.0	16.0	6.0	1.0	NA	NA	NA	2.0	NA	8.0	33.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84136	Gemella bergeri	species	21.899292822681453	18.131658328914494	21.43381028796198	17.63044916578539	19.818073673575707	15.972602965062162	NA	NA	18.234014353291165	NA	19.830681226091517	NA	NA	19.173318935838736	19.5046585441659	16.739206034232307	18.504028765360925	NA	19.959218657816862	19.356025078791056	18.44694867669492	NA	24.840362122484162	16.36329476249321	20.596247214001078	NA	10.0	2.0	2.0	1.0	NA	NA	3.0	NA	2.0	NA	NA	1.0	1.0	1.0	2.0	NA	3.0	1.0	2.0	NA	2.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84162	Cryptobacterium	genus	18.266993304188496	17.01834176661394	NA	NA	NA	16.37203199610542	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.973034896918517	NA	NA	18.572932185324238	16.250219230100292	17.87821689685409	17.87019891869174	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA
84163	Cryptobacterium curtum	species	18.266993304188496	17.01834176661394	NA	NA	NA	16.37203199610542	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.973034896918517	NA	NA	18.572932185324238	16.250219230100292	17.87821689685409	17.87019891869174	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84565	Sodalis	genus	20.573200133189122	19.240072578661227	NA	NA	NA	19.240072578661227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.573200133189122	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
84642	Aeromonadaceae	family	19.387871025788684	17.72061544328706	NA	NA	19.665639169956805	17.72061544328706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.043556290891853	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
84998	Coriobacteriia	class	23.14508153930618	23.54696035796893	24.938360830096766	21.29833328301031	24.2019040399974	23.98208553086095	21.635615184155032	22.605770793287906	22.806183564218884	22.41337354301174	23.421379463420713	19.904829849577574	22.1478391478361	22.524634604724646	22.058303592263098	24.234078752779542	23.087297488120807	23.80921351196737	22.22172847226572	23.092123719787597	22.633412420057976	24.704569800618067	21.844043109426398	23.39418001078622	22.23900471652377	24.696966219441073	7.0	2.0	8.0	10.0	7.0	6.0	12.0	12.0	8.0	3.0	5.0	4.0	11.0	14.0	4.0	6.0	7.0	9.0	11.0	7.0	2.0	12.0	7.0	10.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0
84999	Coriobacteriales	order	23.117256604592868	23.28931175008163	24.938360830096766	21.29833328301031	24.2019040399974	23.97158896400296	21.588480102781343	22.589064661598886	22.806183564218884	22.386543718617833	23.38407466541362	19.904829849577574	22.032654192647296	22.494976060551032	21.971277653482755	24.209884898565004	23.087297488120807	23.80921351196737	22.101863013854	23.037746347477512	22.48415692721951	22.2980506216421	21.844043109426398	23.30539576101814	22.211599792157088	24.689910553189176	7.0	2.0	8.0	8.0	5.0	5.0	12.0	10.0	7.0	3.0	3.0	3.0	9.0	10.0	4.0	6.0	6.0	7.0	5.0	4.0	2.0	11.0	6.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
85004	Bifidobacteriales	order	22.64944887784661	23.693497541685993	19.469895667416164	21.730794032540956	20.236411632356184	24.634337606850707	19.773023416140514	23.31077172841877	22.7428717028634	23.13717103620182	22.460207770912675	22.79533997863602	21.528053572482612	20.757258241863852	22.189786876012814	19.249673976170854	23.18389441332737	22.995068621031237	21.048718820118232	20.505393421591148	24.975092214022492	25.15221066039951	23.02734098398867	22.089917125077285	21.111974161261124	25.642085975057846	4.0	3.0	6.0	13.0	6.0	10.0	12.0	11.0	11.0	9.0	8.0	5.0	11.0	8.0	7.0	15.0	8.0	5.0	7.0	6.0	11.0	9.0	8.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
85006	Micrococcales	order	22.586370352036727	23.012357909089566	20.455403749519085	21.395321992361687	22.703681560225075	23.183597077544473	23.868182581584374	25.321430560254395	20.521727047091897	23.474735816072915	23.411770581173386	21.776647123518092	19.534027653510265	21.15592617410852	20.073269346152426	22.684610531222244	21.86751692175543	18.603445390491967	24.568362869254347	23.05353705527972	21.247562161917845	19.248098436331052	20.35610867041418	20.79075017585688	22.232191242810305	23.448432302743505	6.0	6.0	7.0	4.0	4.0	8.0	7.0	7.0	5.0	6.0	2.0	5.0	10.0	10.0	4.0	3.0	5.0	6.0	5.0	5.0	6.0	6.0	5.0	7.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0
85007	Corynebacteriales	order	20.89621089023022	22.097896007197214	22.292001014110145	23.496112309433205	21.57182984548929	21.97216500741744	20.346391725356153	21.734436630839813	19.67363911626743	21.24760326778989	20.367401416414186	19.09047091763034	20.706195241929745	20.725344988740886	20.603480712987	23.14104831067083	22.646324642159936	21.676834726570334	17.721720997384278	20.6733380100895	19.40835785722902	23.050072690225687	15.7739178558193	19.970945130063377	19.623305864543862	22.432811998629635	4.0	5.0	5.0	7.0	6.0	9.0	9.0	5.0	6.0	3.0	5.0	4.0	9.0	8.0	7.0	9.0	3.0	7.0	4.0	7.0	3.0	9.0	4.0	6.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0
85009	Propionibacteriales	order	21.43005070394946	20.44542680468148	16.212242558279943	20.434819144789536	19.62353400410344	14.34542634734169	22.29921219630499	19.70553692719143	20.905608697039895	19.904567366998325	20.096911898449044	20.147225793065914	21.520664559673083	19.89091200808486	23.917248674937106	20.669185113062465	20.416814462172756	19.90551734952592	20.41046116180066	21.150267373740714	18.320931353498477	21.733535309445653	19.165149549020903	21.47531229229397	21.07928029327072	18.404215135868178	3.0	3.0	4.0	2.0	4.0	4.0	6.0	4.0	4.0	2.0	3.0	2.0	7.0	7.0	2.0	3.0	5.0	2.0	4.0	5.0	1.0	4.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
85010	Pseudonocardiales	order	17.35957224138899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.35957224138899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
85011	Streptomycetales	order	19.39218300831562	17.873525966902708	NA	NA	16.643484221697175	NA	NA	NA	17.70596807947438	NA	20.103664283281393	NA	20.56854450798091	NA	NA	NA	NA	NA	20.003660052857246	NA	16.273218631645594	NA	NA	NA	NA	17.873525966902708	NA	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	1.0
85023	Microbacteriaceae	family	22.686077279461035	22.783583549541937	19.713421487896152	14.90634185001543	22.110838258609473	23.041226532753836	23.789818556272515	25.24429953948966	NA	20.936706083868664	23.29352700115104	NA	15.521538309931682	NA	NA	21.201027343732054	21.452719484655624	17.481524925710495	24.498020436656862	22.74958233719407	19.420470095709387	15.541245048837926	NA	20.069097052296566	21.63117541395375	23.389956366590454	2.0	1.0	1.0	1.0	1.0	4.0	NA	2.0	2.0	NA	1.0	NA	NA	5.0	1.0	1.0	3.0	2.0	1.0	1.0	NA	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0
85025	Nocardiaceae	family	16.123979309123325	NA	NA	NA	NA	NA	NA	NA	16.40059805265493	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.781431824364853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
85698	Achromobacter xylosoxidans	species	19.42670135018169	17.22295047779893	20.39618563821743	13.843915155269952	NA	NA	NA	17.507469631699028	19.608383528446705	18.30912405746843	NA	NA	17.172537090796478	NA	NA	13.420506581270693	NA	18.37276758963491	20.711922340452205	18.134796024702048	19.60982762921557	14.667507267835823	12.694755723977163	NA	16.320051066195827	15.042994044324345	1.0	1.0	NA	NA	NA	1.0	1.0	1.0	NA	NA	1.0	NA	NA	1.0	NA	3.0	2.0	1.0	2.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86331	Mogibacterium	genus	19.13741253860178	19.788873703922732	11.424078878293244	17.318787638436138	16.75357219624157	21.24063272467332	NA	19.22738575010921	NA	15.032550221487927	NA	NA	11.800747810393379	NA	NA	19.91105056747803	20.360528887646677	18.47858035092275	19.694669474644154	NA	19.92605319456418	NA	19.47544393005491	20.0339383935177	NA	20.548235951732895	1.0	1.0	1.0	4.0	NA	2.0	NA	1.0	NA	NA	1.0	NA	NA	1.0	3.0	2.0	1.0	NA	3.0	NA	1.0	2.0	NA	2.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	NA	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	NA	1.0
87883	Burkholderia multivorans	species	23.072295669453208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.072295669453208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90964	Staphylococcaceae	family	22.540735834397392	24.225173610271916	21.016995519028303	19.61303285745054	21.971053020451464	23.486268732799196	19.311625837866178	27.332574050489725	17.2892389815445	20.38820494017404	20.24527067649287	23.41799568332818	18.302152199822345	19.93970016761053	20.229590622129958	20.199881619489748	20.703740589815453	24.027586835851952	25.795395685413254	23.528574958110745	21.304721151492323	23.08806752761727	12.73341267074633	18.653546645321935	19.676983223933714	18.76617210937382	4.0	1.0	9.0	8.0	2.0	393.0	3.0	2.0	2.0	2.0	3.0	2.0	4.0	6.0	3.0	6.0	3.0	4.0	7.0	4.0	1.0	2.0	3.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
