id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
GO:0019344	cysteine biosynthetic process	biological_process	18.847592171105205	19.989004813502387	18.1925999564257	20.443715574732163	19.296409709465717	19.321264736552333	NA	NA	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA
GO:0019357	nicotinate nucleotide biosynthetic process	biological_process	18.027163722626828	19.571694271848774	NA	18.896484910263062	18.027163722626828	20.489068200245033	NA	18.528001874690425	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0
GO:0019358	nicotinate nucleotide salvage	biological_process	18.027163722626828	19.571694271848774	NA	18.896484910263062	18.027163722626828	20.489068200245033	NA	18.528001874690425	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA
GO:0019359	nicotinamide nucleotide biosynthetic process	biological_process	27.08079457585506	28.925064749445184	26.49919243148007	28.794015330384923	26.969273142357633	29.23199395953387	27.572562817134514	28.690194218091285	20.0	27.0	27.0	29.0	26.0	26.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0019362	pyridine nucleotide metabolic process	biological_process	28.114345923980178	29.95396817110254	27.556714706076473	29.821693851986762	28.012694295087982	30.25919350161073	28.587995453424114	29.722887418538846	43.0	63.0	65.0	69.0	57.0	61.0	2.0	3.0	3.0	3.0	2.0	3.0
GO:0019363	pyridine nucleotide biosynthetic process	biological_process	27.082603400804505	28.929469246751722	26.49919243148007	28.79703734150286	26.97512750885511	29.238713041145214	27.572562817134514	28.69271016269832	20.0	29.0	29.0	31.0	26.0	28.0	1.0	3.0	3.0	3.0	1.0	3.0
GO:0019365	pyridine nucleotide salvage	biological_process	18.027163722626828	19.571694271848774	NA	18.896484910263062	18.027163722626828	20.489068200245033	NA	18.528001874690425	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0
GO:0019395	fatty acid oxidation	biological_process	25.166891545662082	22.82981966541112	25.514520898488843	NA	23.93950407668528	22.82981966541112	25.54589345785979	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0019400	alditol metabolic process	biological_process	23.505825416119187	22.56807778047428	23.847603651838043	21.972725165768	22.123189001020453	23.091623751402746	23.93789220633609	22.417089450959285	5.0	3.0	5.0	5.0	6.0	3.0	2.0	1.0	2.0	2.0	2.0	1.0
GO:0019405	alditol catabolic process	biological_process	22.087261262115653	20.49688757715731	22.429480044670903	NA	20.292446523556496	20.49688757715731	22.617418576255105	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0019438	aromatic compound biosynthetic process	biological_process	30.354561752310836	32.012477275868136	30.133953929044953	31.891343274779693	30.179303337071858	32.303593870028614	30.68361338214345	31.78975757911797	354.0	465.0	491.0	536.0	515.0	454.0	4.0	6.0	6.0	6.0	6.0	5.0
GO:0019439	aromatic compound catabolic process	biological_process	28.102112132453836	29.2138440757249	28.04134854359921	28.913140336355717	27.767125585148673	29.741572309614924	28.422252412665287	28.79203204322331	60.0	55.0	82.0	84.0	83.0	50.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0019475	L-lysine catabolic process to acetate	biological_process	25.482403267889612	23.85893289297961	25.923874677761386	NA	23.18859526962067	23.85893289297961	26.006542034675956	NA	4.0	NA	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA
GO:0019477	L-lysine catabolic process	biological_process	25.482403267889612	23.85893289297961	25.923874677761386	NA	23.18859526962067	23.85893289297961	26.006542034675956	NA	4.0	NA	4.0	4.0	4.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0019478	D-amino acid catabolic process	biological_process	19.53352781398622	20.654822927355546	18.330553268103806	20.378914876010487	19.650194088586023	21.37118224077131	20.100483863505215	19.74171302515569	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0019509	L-methionine salvage from methylthioadenosine	biological_process	19.148936041334228	17.234046585179225	19.226926898101638	NA	16.330175170051557	17.234046585179225	19.999112019174067	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA
GO:0019512	lactose catabolic process via tagatose-6-phosphate	biological_process	18.33318630820051	18.386633219116234	NA	19.11282915418009	18.33318630820051	17.947065098971727	NA	17.669661965119325	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA
GO:0019516	lactate oxidation	biological_process	19.497511477913555	21.002588168892625	20.385402103711762	21.998152601995272	18.38109526465221	19.61912623622994	18.95860680019	20.31952547369882	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0019520	aldonic acid metabolic process	biological_process	21.158373822763437	23.590937733922235	20.309858265864722	23.416488979792938	21.757440081068488	23.561071095037804	21.053534106914228	23.772845718010153	1.0	3.0	4.0	4.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0019521	D-gluconate metabolic process	biological_process	21.158373822763437	23.590937733922235	20.309858265864722	23.416488979792938	21.757440081068488	23.561071095037804	21.053534106914228	23.772845718010153	1.0	3.0	4.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA
GO:0019538	protein metabolic process	biological_process	28.544875204942734	29.156762015095207	28.694064454352954	28.817069225544206	28.288964543619304	29.289481839564758	28.620196364381815	29.31177518882083	126.0	125.0	134.0	151.0	138.0	121.0	5.0	5.0	3.0	5.0	3.0	5.0
GO:0019546	arginine deiminase pathway	biological_process	21.926075426010613	23.04902719542662	20.18386852576991	23.253979745281473	22.088845761716133	23.237149274481848	22.58750877574223	22.55099473369949	3.0	2.0	3.0	3.0	2.0	3.0	NA	NA	NA	NA	NA	NA
GO:0019547	arginine catabolic process to ornithine	biological_process	25.614332672117477	25.696686941310812	25.42977143999868	25.571765987372927	25.12891152091907	25.88197564630311	26.105718727063117	25.61644838107849	5.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA
GO:0019556	histidine catabolic process to glutamate and formamide	biological_process	25.03817802678441	24.51085556031449	25.38991285566859	22.779703869957444	24.41720651652504	25.82473693343493	25.14073254708675	22.277704667391475	8.0	5.0	11.0	11.0	11.0	4.0	NA	NA	NA	NA	NA	NA
GO:0019557	histidine catabolic process to glutamate and formate	biological_process	25.064197188748075	24.642229119092903	25.38991285566859	22.876162352155767	24.46617233559405	25.959432780077826	25.183295929782084	22.41901852446389	8.0	6.0	12.0	12.0	12.0	5.0	NA	NA	NA	NA	NA	NA
GO:0019563	glycerol catabolic process	biological_process	22.087261262115653	20.49688757715731	22.429480044670903	NA	20.292446523556496	20.49688757715731	22.617418576255105	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA
GO:0019627	urea metabolic process	biological_process	23.70634445748598	23.80244882042808	24.099031545233046	23.447391024841664	21.215798071181656	23.94540424155173	24.3001521510851	23.958194103628987	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0019637	organophosphate metabolic process	biological_process	32.9852371391887	34.720460319758224	32.68838897258357	34.611403347105856	32.7796524961718	34.99686273364701	33.38444537870162	34.50560941099409	1905.0	2378.0	2444.0	2691.0	2611.0	2257.0	9.0	11.0	11.0	11.0	10.0	10.0
GO:0019665	anaerobic amino acid catabolic process	biological_process	25.482403267889612	23.85893289297961	25.923874677761386	NA	23.18859526962067	23.85893289297961	26.006542034675956	NA	4.0	NA	4.0	4.0	4.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0019666	nitrogenous compound fermentation	biological_process	25.482403267889612	23.85893289297961	25.923874677761386	NA	23.18859526962067	23.85893289297961	26.006542034675956	NA	4.0	NA	4.0	4.0	4.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0019674	NAD metabolic process	biological_process	20.38066866228345	22.38033307815665	18.832735469673885	22.356901644155897	20.79616082501045	22.658356470247462	20.785840618773296	22.064842641799483	1.0	3.0	3.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0019682	glyceraldehyde-3-phosphate metabolic process	biological_process	23.307641252565272	24.703463543798446	23.414250921794693	24.884266777729916	23.48642838073078	24.320240076062227	22.970071182033994	24.840655722727565	6.0	8.0	11.0	10.0	9.0	8.0	2.0	3.0	3.0	2.0	3.0	3.0
GO:0019693	ribose phosphate metabolic process	biological_process	29.99278175174846	31.704265148674743	29.735604626097892	31.5908711801674	29.773211421667376	31.979703733458553	30.376229276589154	31.495416081583123	250.0	303.0	316.0	347.0	342.0	287.0	4.0	5.0	5.0	4.0	5.0	5.0
GO:0019725	cellular homeostasis	biological_process	24.265644419683223	25.401694541339722	23.516801487347433	25.33196564539847	25.18514661321981	25.211628974480995	23.30395934412543	25.62896378424118	8.0	13.0	13.0	15.0	12.0	14.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0019748	secondary metabolic process	biological_process	20.55996872782144	23.987491483859426	18.34088139844061	23.45444303187356	21.5939575916519	24.005421503384802	20.120771352089857	24.362003983478033	2.0	5.0	5.0	5.0	2.0	5.0	2.0	3.0	3.0	3.0	2.0	3.0
GO:0019751	polyol metabolic process	biological_process	23.964296074477634	22.67820182546659	24.306194259177197	21.972725165768	22.48059451233058	23.31262398096667	24.4237347445267	22.417089450959285	6.0	3.0	6.0	6.0	7.0	3.0	2.0	1.0	2.0	2.0	2.0	1.0
GO:0019752	carboxylic acid metabolic process	biological_process	31.5090331141876	31.72413768078097	31.6441680845406	31.35571783846012	30.970526956747182	32.184828556936466	31.78799442034024	31.488261010729463	622.0	601.0	827.0	874.0	721.0	573.0	8.0	8.0	8.0	8.0	7.0	8.0
GO:0019829	cation-transporting ATPase activity	molecular_function	23.687191818927666	25.850787261395226	24.209971351521837	26.147985587893473	23.32278799124117	25.63318450123515	23.34069139260536	25.716707446522616	11.0	14.0	13.0	16.0	13.0	14.0	4.0	3.0	3.0	4.0	2.0	3.0
GO:0019835	cytolysis	biological_process	21.207630372736396	21.467394303108406	19.18273661372683	22.115996200630285	21.892498947306166	21.673265160303043	21.405145078341526	19.625572979910253	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0019836	hemolysis by symbiont of host erythrocytes	biological_process	19.622667872015242	19.882431802387252	17.597774113005677	20.531033699909127	20.307536446585008	20.088302659581885	19.82018257762037	18.040610479189098	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0019842	vitamin binding	molecular_function	26.170226556065142	26.684475946777745	26.35382587791779	26.328607064339142	25.895194503484326	25.939979497664662	26.223830400313613	27.38200509298498	20.0	21.0	23.0	27.0	23.0	21.0	5.0	4.0	5.0	5.0	5.0	5.0
GO:0019843	rRNA binding	molecular_function	27.535023561945117	28.458304719550018	27.729675022526926	28.214349962824183	27.083709045955608	28.425612100065145	27.70389175202657	28.694618051390016	69.0	64.0	73.0	80.0	74.0	64.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0019856	pyrimidine nucleobase biosynthetic process	biological_process	18.255357921493058	20.614922315822756	NA	19.470573986502654	NA	21.690114442333893	18.255357921493058	19.432474725898896	NA	2.0	NA	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0
GO:0019860	uracil metabolic process	biological_process	17.255357921493058	19.614922315822756	NA	18.470573986502654	NA	20.690114442333893	17.255357921493058	18.432474725898896	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0
GO:0019867	outer membrane	cellular_component	26.088356122586248	24.663861699998876	25.402421952559628	23.232115803440937	22.378741062192425	24.243376054004752	27.291219760574176	25.576239399954382	18.0	16.0	10.0	14.0	14.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0019877	diaminopimelate biosynthetic process	biological_process	20.350843071025604	23.28634975435535	19.94798537619993	22.735076713942288	20.930322201027863	23.01150304014134	19.934519562645736	23.862672753136838	3.0	4.0	3.0	4.0	2.0	4.0	NA	NA	NA	NA	NA	NA
GO:0019897	extrinsic component of plasma membrane	cellular_component	16.688089126919948	17.376722620789895	15.890153857613662	17.702964927143228	14.811082493920825	NA	17.794156147093137	16.954465975423417	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0019898	extrinsic component of membrane	cellular_component	16.688089126919948	17.376722620789895	15.890153857613662	17.702964927143228	14.811082493920825	NA	17.794156147093137	16.954465975423417	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0
GO:0019899	enzyme binding	molecular_function	22.625943247859404	22.124172139994982	22.54903831242058	21.970638031625022	20.288257184792155	23.007442515656926	23.516649228811897	20.16065549391814	1.0	2.0	3.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0
GO:0019954	asexual reproduction	biological_process	17.14099064070919	20.302887842957464	NA	20.42441974693744	16.525838305691494	19.803846352495132	17.570889408152777	20.57136279301322	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0022402	cell cycle process	biological_process	23.421810923328348	25.803835621224813	23.292483887967524	24.99401956605286	23.58490151554108	26.074676490104707	23.371994108432567	26.094300817017505	7.0	10.0	12.0	13.0	9.0	13.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0022411	cellular component disassembly	biological_process	18.80742494073194	20.23021606366975	NA	18.02461987323257	19.152223429860978	20.719218041637447	18.353445513819484	20.694603381907694	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0022414	reproductive process	biological_process	22.429976582326507	24.77317746850335	22.37235013292893	23.890597248585678	22.522492853314223	25.09399072828341	22.390381771981698	25.04647737720254	4.0	3.0	4.0	5.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022603	regulation of anatomical structure morphogenesis	biological_process	21.185078020455162	22.314180709803125	19.7797832227647	22.643988726212264	21.714413729841386	22.326516997629298	21.422879742834834	21.869145448265723	2.0	4.0	5.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022604	regulation of cell morphogenesis	biological_process	21.185078020455162	22.314180709803125	19.7797832227647	22.643988726212264	21.714413729841386	22.326516997629298	21.422879742834834	21.869145448265723	2.0	4.0	5.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022607	cellular component assembly	biological_process	26.337178771565124	27.50492392496238	26.373903840681855	27.141223225445724	26.10732612393604	27.734399656673176	26.50260243918371	27.575893914054895	22.0	29.0	32.0	33.0	28.0	29.0	3.0	5.0	3.0	4.0	5.0	5.0
GO:0022610	biological adhesion	biological_process	15.510370399142674	18.399019940815837	NA	18.966097151164693	NA	18.01886685743701	15.510370399142674	17.984222600218068	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0
GO:0022613	ribonucleoprotein complex biogenesis	biological_process	22.304472850612346	23.97178636643205	22.333006950639085	24.219068455580246	21.07845369768769	23.63891301737206	22.93909341001023	23.99905015284242	3.0	7.0	5.0	6.0	5.0	6.0	2.0	2.0	2.0	2.0	1.0	1.0
GO:0022618	ribonucleoprotein complex assembly	biological_process	25.704717794392096	25.72448975585279	25.988947644390016	24.849389853457843	25.406623653938688	24.3764579645713	25.659158108675197	26.7685035045791	12.0	8.0	11.0	11.0	11.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0022625	cytosolic large ribosomal subunit	cellular_component	26.674829802371764	27.522740326193055	26.91475180827375	26.790876720917733	26.306016558665533	27.6262083582674	26.73785210679908	27.92712188597824	24.0	21.0	25.0	28.0	22.0	21.0	NA	NA	NA	NA	NA	NA
GO:0022627	cytosolic small ribosomal subunit	cellular_component	26.1819308023736	26.5872455103666	26.613344795583263	26.646711679784516	25.858651535778407	26.679934100088563	25.951185012682885	26.421656304527875	17.0	13.0	15.0	16.0	17.0	13.0	NA	NA	NA	NA	NA	NA
GO:0022803	passive transmembrane transporter activity	molecular_function	25.079187908354495	24.049467821370385	25.4369887956494	23.712106613176903	23.243759946227215	24.639239522182375	25.60357315848579	23.54209785143162	6.0	7.0	9.0	9.0	7.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022804	active transmembrane transporter activity	molecular_function	26.411466902491348	27.916429401538572	26.91675662669485	28.17468502873354	25.717520366763566	27.743848951233065	26.35622204984452	27.79097302977919	51.0	65.0	63.0	75.0	64.0	69.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0022824	transmitter-gated ion channel activity	molecular_function	22.23660212045496	21.881842869345135	23.16303736820656	21.650598351825842	21.092840347652466	22.57823098758653	21.608100714177667	20.95951650014443	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022829	wide pore channel activity	molecular_function	24.44849815557337	20.6008549961176	22.905405595320616	18.3285468905291	NA	NA	25.176941943355388	21.443231728676835	2.0	2.0	NA	NA	2.0	2.0	1.0	1.0	NA	NA	1.0	1.0
GO:0022834	ligand-gated channel activity	molecular_function	23.23660212045496	22.881842869345135	24.16303736820656	22.650598351825842	22.092840347652466	23.57823098758653	22.608100714177667	21.95951650014443	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0022835	transmitter-gated channel activity	molecular_function	22.23660212045496	21.881842869345135	23.16303736820656	21.650598351825842	21.092840347652466	22.57823098758653	21.608100714177667	20.95951650014443	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022836	gated channel activity	molecular_function	23.861632822427055	23.568226437564253	24.747999868927714	23.270824979598334	22.875713446224328	24.24397804824946	23.232535298447658	22.80420954442048	3.0	4.0	7.0	7.0	4.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0
GO:0022838	substrate-specific channel activity	molecular_function	22.23660212045496	21.881842869345135	23.16303736820656	21.650598351825842	21.092840347652466	22.57823098758653	21.608100714177667	20.95951650014443	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022839	ion gated channel activity	molecular_function	22.23660212045496	21.881842869345135	23.16303736820656	21.650598351825842	21.092840347652466	22.57823098758653	21.608100714177667	20.95951650014443	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022853	active ion transmembrane transporter activity	molecular_function	24.668717964867565	26.835723053849833	25.17718804964502	27.142463013862145	24.321041013820537	26.6210526114802	24.33158095135652	26.685878384106367	20.0	27.0	25.0	30.0	25.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0022857	transmembrane transporter activity	molecular_function	28.75062946026465	29.395971473069412	29.310718594709233	29.58283689640277	27.46492271221851	29.30963056317827	28.908281010435587	29.275369039097043	168.0	204.0	208.0	247.0	204.0	229.0	11.0	9.0	11.0	11.0	11.0	11.0
GO:0022858	alanine transmembrane transporter activity	molecular_function	23.66570966607677	20.250084715527013	24.33053300330229	NA	20.63969352372317	21.234972780767002	24.035159171974247	14.665601159591079	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0
GO:0022877	protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity	molecular_function	17.06377243104015	19.21534955463687	NA	18.743468515213525	NA	18.840287275660234	17.06377243104015	19.80789412537807	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0022890	inorganic cation transmembrane transporter activity	molecular_function	26.268500220682785	26.925607193308323	26.886515098385544	27.165387003773024	24.71683240908234	26.79543624106122	26.437299588142388	26.78233701886074	29.0	35.0	33.0	44.0	36.0	39.0	5.0	4.0	5.0	5.0	5.0	4.0
GO:0022900	electron transport chain	biological_process	24.663149043602935	26.209488385576464	24.863724935663516	26.261112770811334	24.081457235332838	24.661170563175617	24.905188392456107	26.906960007591746	8.0	7.0	8.0	9.0	8.0	7.0	NA	NA	NA	NA	NA	NA
GO:0030001	metal ion transport	biological_process	23.41868347677803	23.92045729968115	23.754957897266337	24.216305196283272	22.47639160469539	23.502952070703873	23.702133961869617	23.954215799637762	7.0	5.0	5.0	6.0	6.0	5.0	3.0	3.0	1.0	2.0	3.0	3.0
GO:0030003	cellular cation homeostasis	biological_process	23.60309069833012	23.092262029485305	22.634554468088677	23.390872144134274	24.621270658428458	22.78116411103544	22.494085088703663	23.039386493012213	4.0	4.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0030060	L-malate dehydrogenase activity	molecular_function	24.154921128451864	22.301364681517832	21.35390925680758	20.486782691892397	24.53746450651149	21.614245682657266	24.789863127859352	23.368053556996234	2.0	2.0	1.0	1.0	2.0	2.0	NA	NA	NA	NA	NA	NA
GO:0030091	protein repair	biological_process	19.355401503289865	18.788194013356286	18.290996165813045	17.971589204655654	19.259660178267055	19.30645059881034	20.020829764267308	NA	1.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA
GO:0030104	water homeostasis	biological_process	17.758614460279635	17.902884350145015	17.822232855425355	17.738850060395933	18.243634162803843	18.050157494888943	16.909983353188696	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA
GO:0030145	manganese ion binding	molecular_function	21.393363026508688	22.53415015611584	20.479159502250255	21.803670454633554	21.95743382966029	23.4767414593296	21.38021556423665	21.461118777211187	1.0	5.0	6.0	6.0	5.0	6.0	NA	NA	NA	NA	NA	NA
GO:0030152	bacteriocin biosynthetic process	biological_process	18.85227132007557	21.13848702046605	NA	20.948121215451945	18.85227132007557	21.007290215032008	NA	21.414141150787845	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA
GO:0030154	cell differentiation	biological_process	17.14099064070919	20.302887842957464	NA	20.42441974693744	16.525838305691494	19.803846352495132	17.570889408152777	20.57136279301322	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0030162	regulation of proteolysis	biological_process	25.219154607404544	23.636053433559542	25.30406288084598	23.261607198649976	25.01465051446293	22.16506185205861	25.31884401842905	24.537443059369945	9.0	9.0	3.0	3.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0030163	protein catabolic process	biological_process	15.328789739654741	16.98866990958106	15.328789739654741	17.19648597646438	NA	15.926944920085495	NA	17.43863008759218	1.0	1.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA
GO:0030170	pyridoxal phosphate binding	molecular_function	22.033684539790748	23.557423112839356	21.626338854149026	23.361353233872265	22.313673485807374	23.125808051917865	22.078854981855486	24.027979119471986	7.0	9.0	5.0	8.0	8.0	8.0	NA	NA	NA	NA	NA	NA
GO:0030203	glycosaminoglycan metabolic process	biological_process	20.939052563587985	20.525787982311684	21.139017925090286	20.129078960860234	21.01702733733818	21.155826063231356	20.60951942424311	19.996309490196115	4.0	2.0	4.0	4.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0
GO:0030246	carbohydrate binding	molecular_function	21.242640461596505	19.7831344297552	19.52031715756842	19.41319113656043	22.189232302138624	20.695229730277998	20.864868863926016	18.245335764117417	2.0	3.0	4.0	4.0	3.0	1.0	1.0	NA	1.0	1.0	1.0	NA
GO:0030247	polysaccharide binding	molecular_function	17.823868320599413	18.415044002016728	18.98875435366429	NA	16.729531632735593	18.415044002016728	16.035471492307693	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0030258	lipid modification	biological_process	25.166891545662082	22.82981966541112	25.514520898488843	NA	23.93950407668528	22.82981966541112	25.54589345785979	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0030261	chromosome condensation	biological_process	25.082194246677304	24.430015216490116	25.55824441022543	20.610897678918185	18.13685216674801	24.73728133241166	25.76112745671726	25.188566343512182	3.0	4.0	1.0	2.0	3.0	4.0	NA	NA	NA	NA	NA	NA
GO:0030288	outer membrane-bounded periplasmic space	cellular_component	24.21777323190226	21.197993527993614	24.434410117135666	18.394389679542144	22.130963973476053	21.721946865037634	24.898167506155914	21.702747037906892	4.0	1.0	3.0	3.0	4.0	1.0	NA	NA	NA	NA	NA	NA
GO:0030312	external encapsulating structure	cellular_component	25.935117033472494	27.920134923667977	25.334503082415132	27.613344544963578	26.15145446231702	28.215088823716894	26.172370303118267	27.86831097470694	4.0	7.0	3.0	7.0	6.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0030388	fructose 1,6-bisphosphate metabolic process	biological_process	23.030079142492742	25.92331322694321	24.110156518437037	26.560948383960923	20.93234352158358	25.729269279090268	22.41352275417156	25.112527112672222	4.0	3.0	4.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA
GO:0030407	formimidoyltransferase activity	molecular_function	21.396002924095388	22.168493635475016	21.817639845395007	19.9601173008139	20.70284889605939	22.75147573475312	21.455432040658422	22.531025198900586	1.0	3.0	4.0	4.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0030409	glutamate formimidoyltransferase activity	molecular_function	21.396002924095388	22.168493635475016	21.817639845395007	19.9601173008139	20.70284889605939	22.75147573475312	21.455432040658422	22.531025198900586	1.0	3.0	4.0	4.0	2.0	3.0	NA	NA	NA	NA	NA	NA
GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity	molecular_function	20.733019616708543	19.308708990326583	21.929456977807714	NA	18.884259224463513	19.308708990326583	19.51756964431281	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA
GO:0030435	sporulation resulting in formation of a cellular spore	biological_process	17.14099064070919	20.302887842957464	NA	20.42441974693744	16.525838305691494	19.803846352495132	17.570889408152777	20.57136279301322	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0030436	asexual sporulation	biological_process	17.14099064070919	20.302887842957464	NA	20.42441974693744	16.525838305691494	19.803846352495132	17.570889408152777	20.57136279301322	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0030490	maturation of SSU-rRNA	biological_process	25.619157432612585	25.295342085930496	26.095338569902147	24.906256216480234	25.23277587026477	25.367106035373915	25.374296887722956	25.540698729996627	4.0	3.0	5.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0030523	dihydrolipoamide S-acyltransferase activity	molecular_function	17.73716569952759	17.02034765758062	16.471592901946718	17.16600163482209	NA	NA	18.400797968429572	16.8583199590676	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0
GO:0030554	adenyl nucleotide binding	molecular_function	27.727590871573714	28.5241508472548	27.739877810180925	28.300371129659503	27.85045572417808	28.891944287893605	27.57967277858813	28.295281294605587	105.0	130.0	144.0	162.0	143.0	131.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0030594	neurotransmitter receptor activity	molecular_function	22.23660212045496	21.881842869345135	23.16303736820656	21.650598351825842	21.092840347652466	22.57823098758653	21.608100714177667	20.95951650014443	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0030611	arsenate reductase activity	molecular_function	17.731020113370683	19.688908032942738	17.79091673934731	20.509211802494185	17.66852862849209	18.253127228295856	NA	19.478971865607754	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0
