id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	22.642035090250438	23.491889131137604	21.22252226576	23.73087558711401	23.195522821523728	23.56700748757532	22.85433304444109	23.108038418473072	6.0	7.0	8.0	9.0	6.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.8498540408871662	0.17625205956020576	0.26647817953960573
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	25.35232173175187	25.21782220614017	24.96288020575513	25.043266117966603	25.259156106740715	25.50632256411376	25.729846947094607	25.053891520159105	10.0	11.0	13.0	12.0	11.0	11.0	2.0	3.0	3.0	3.0	3.0	3.0	0.13449952561170164	0.6897664948395267	0.7767754311172732
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function	21.97147075613667	22.255024520969037	21.83923201955637	22.413351251816888	22.5803292546808	22.130028679103283	21.14148152971423	22.206614223237075	5.0	7.0	7.0	6.0	5.0	7.0	3.0	4.0	4.0	4.0	3.0	4.0	-0.28355376483236583	0.4028059021748612	0.5105523369129927
GO:0016829	lyase activity	molecular_function	27.672486851535286	28.33580260731973	27.674997504673065	28.463382208989053	27.423379877538327	28.353543253146743	27.88267761894317	28.17603273771379	51.0	51.0	61.0	68.0	63.0	50.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.6633157557844456	0.012927148305754388	0.04351433528057215
GO:0016830	carbon-carbon lyase activity	molecular_function	25.893945913430557	26.83021344938767	26.67993913194315	27.254516878908248	24.705421959914908	26.50414087079107	25.637192851160787	26.613243348819147	19.0	19.0	26.0	27.0	22.0	20.0	5.0	2.0	5.0	5.0	5.0	2.0	-0.9362675359571142	0.14436891698929769	0.23023073917373624
GO:0016831	carboxy-lyase activity	molecular_function	24.853774863698806	25.13556476572609	25.78682445615932	25.686476485659362	23.52871199829237	24.15628633683948	24.321702320885162	25.17506172060298	9.0	8.0	8.0	9.0	9.0	7.0	5.0	5.0	4.0	5.0	4.0	4.0	-0.2817899020272847	0.5958658940426049	0.6938627424012186
GO:0016832	aldehyde-lyase activity	molecular_function	23.64606971488038	26.28747822152648	24.127444348843554	26.661018304657343	23.553113689273033	26.15721037848441	23.06037214871248	25.948881775475197	5.0	11.0	13.0	13.0	8.0	13.0	3.0	5.0	5.0	5.0	4.0	5.0	-2.6414085066461013	0.002017617793527509	0.022983633806058907
GO:0016836	hydro-lyase activity	molecular_function	26.334869190507032	27.582395838924818	25.24453064176787	27.537993607526555	26.38574071310676	27.737250164556	26.91449187015776	27.457388353308808	13.0	17.0	17.0	20.0	19.0	17.0	4.0	7.0	5.0	7.0	6.0	7.0	-1.2475266484177858	0.049141568353775034	0.09809759200467687
GO:0016841	ammonia-lyase activity	molecular_function	25.43456557270037	23.340799516360345	25.715429366380015	22.47883322498599	24.899617789500862	23.87053693273609	25.56535711868886	23.349618289966163	14.0	8.0	12.0	12.0	14.0	6.0	6.0	5.0	6.0	6.0	6.0	4.0	2.0937660563400264	0.010592957833907762	0.04103938380935334
GO:0016853	isomerase activity	molecular_function	26.14489302199184	27.25171526246717	25.646427809945248	26.968186298422772	26.20576203107285	27.23364621680391	26.46572043306929	27.503728168563644	44.0	51.0	53.0	56.0	53.0	46.0	4.0	5.0	5.0	5.0	5.0	5.0	-1.1068222404753278	0.017023358689687525	0.049155605247658794
GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	molecular_function	23.17413656506712	23.466787355574702	23.56260658926798	23.047810535943565	22.697663696975532	23.689382946761327	23.133554910238185	23.58476708937437	6.0	6.0	9.0	7.0	6.0	5.0	4.0	5.0	5.0	5.0	3.0	5.0	-0.292650790507583	0.3872096234627795	0.49485711214330325
GO:0016866	intramolecular transferase activity	molecular_function	25.311063288490015	26.34446245716314	24.29163574328137	25.986281624481663	25.691927702824998	26.300355111456245	25.579576891305532	26.666347352320017	18.0	20.0	20.0	23.0	23.0	18.0	4.0	4.0	4.0	4.0	4.0	2.0	-1.0333991686731245	0.08252540635097015	0.14566088914669803
GO:0016868	intramolecular transferase activity, phosphotransferases	molecular_function	23.640732438829694	25.34522999446544	23.23783351000565	24.941169615802718	23.68347584470643	25.76672905855611	23.92001625791555	25.20114505914239	12.0	15.0	15.0	16.0	16.0	15.0	5.0	5.0	5.0	5.0	5.0	5.0	-1.7044975556357471	0.005852874812081994	0.027472479976469594
GO:0016874	ligase activity	molecular_function	26.762709829029827	26.634979964362344	27.03747349974947	26.613872373903213	25.945908403414467	26.71708468692785	27.052550100760108	26.570006540786398	50.0	64.0	77.0	82.0	69.0	61.0	3.0	3.0	3.0	3.0	3.0	3.0	0.12772986466748293	0.9088346910299203	0.9268910093947531
GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function	25.51816519613417	24.916431805354897	25.7850251853713	24.491593351017237	25.20243210365716	25.427054169706444	25.508569908021265	24.648333106520766	20.0	24.0	29.0	31.0	26.0	22.0	7.0	8.0	7.0	8.0	7.0	7.0	0.6017333907792732	0.12704375582578636	0.20703426875313333
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	21.81473936872333	23.64149259073637	20.375884147300827	23.57120083344201	21.87410597329722	23.744789272816053	22.482978280616106	23.602492448045933	6.0	12.0	12.0	12.0	9.0	12.0	3.0	3.0	4.0	4.0	3.0	3.0	-1.8267532220130391	0.030460471277767676	0.0682314556621996
GO:0016885	ligase activity, forming carbon-carbon bonds	molecular_function	22.90842388022043	24.238256346799698	23.47321782290762	24.640281628163194	22.241329979312766	23.61678008260404	22.742001810223666	24.278984664953608	4.0	5.0	6.0	6.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.3298324665792691	0.04349883557103075	0.08814237734129915
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	molecular_function	26.714694086449672	28.45271097331552	26.013437121318265	28.11691405139193	26.626731059272892	28.503659006485023	27.24487838686648	28.68132432198831	20.0	21.0	23.0	24.0	19.0	20.0	2.0	5.0	4.0	5.0	3.0	4.0	-1.7380168868658465	0.010037206285228873	0.03973941792749304
GO:0016990	arginine deiminase activity	molecular_function	25.12636345217229	24.92723987000949	24.72502137006837	24.77114231773434	24.945162096337622	25.14997981340792	25.57090133162436	24.831208113869	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	0.19912358216279813	0.591005245782475	0.6908144808387184
GO:0016999	antibiotic metabolic process	biological_process	26.78157544206914	25.573812775185147	26.895777794499175	24.342138875625512	26.07349379046595	26.469531634767197	27.16616685035429	25.087081549340404	18.0	17.0	23.0	24.0	23.0	14.0	3.0	4.0	5.0	5.0	3.0	4.0	1.207762666883994	0.115530423937358	0.1907955526686663
GO:0017076	purine nucleotide binding	molecular_function	29.29594905500257	30.03237570783995	29.222675335953895	29.769259297883085	29.42584492515243	30.29569885469809	29.229984681751407	29.98317829684809	282.0	344.0	380.0	422.0	378.0	344.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.7364266528373804	0.012270982785880753	0.04301923267523727
GO:0017111	nucleoside-triphosphatase activity	molecular_function	27.140502619803172	28.201169647748646	27.000197467158056	28.12074262085115	27.235815403389488	28.125503727774788	27.17524767299285	28.34563154976657	67.0	88.0	92.0	100.0	87.0	89.0	2.0	3.0	4.0	4.0	4.0	4.0	-1.060667027945474	0.0004918859411942562	0.022983633806058907
GO:0017144	drug metabolic process	biological_process	29.022986128839463	30.132118302542924	28.92812576431966	29.971088901406823	28.603731383660477	30.49424597037293	29.418955189515696	29.84632996745798	88.0	93.0	105.0	116.0	113.0	84.0	10.0	9.0	11.0	12.0	12.0	7.0	-1.1091321737034612	0.022271637133374576	0.05622675604163417
GO:0018130	heterocycle biosynthetic process	biological_process	30.531932171739307	32.17900908215178	30.29893272147812	32.05558323066314	30.36320160311572	32.474606983424025	30.86479569414853	31.95233251142752	385.0	508.0	527.0	586.0	562.0	493.0	8.0	7.0	8.0	8.0	8.0	7.0	-1.6470769104124727	0.0023273805917292927	0.022983633806058907
GO:0018580	nitronate monooxygenase activity	molecular_function	21.726544824398733	23.04047647896411	21.696189959634548	23.066088609339232	21.248845307316977	22.940677988467584	22.108048350195702	23.109388253661336	3.0	3.0	3.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.3139316545653763	0.005890256452514725	0.027472479976469594
GO:0019205	nucleobase-containing compound kinase activity	molecular_function	20.663477144992687	22.055092401929688	20.03174910295253	22.529599288317065	20.85947549953201	22.042909958059745	20.93738746089885	21.3630231837327	4.0	3.0	4.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.3916152569370013	0.037171359816677324	0.0786857651102173
GO:0019213	deacetylase activity	molecular_function	21.708185204499834	21.24400329745092	21.543392808571944	21.211551253249365	22.29605708878088	20.944290979900966	20.982989840810298	21.51880591790984	2.0	3.0	3.0	2.0	3.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	0.46418190704891416	0.4087813529143853	0.5160026913837322
GO:0019216	regulation of lipid metabolic process	biological_process	20.923414747690877	21.713800430114773	21.473013280268066	21.92529267013788	20.596373714955995	20.91627144275357	20.487357459506725	22.054967603461666	8.0	8.0	8.0	8.0	8.0	8.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.7903856824238957	0.1768713508999494	0.26647817953960573
GO:0019218	regulation of steroid metabolic process	biological_process	19.508377248412035	20.298762930835927	20.057975780989214	20.51025517085904	19.18133621567716	19.501233943474727	19.072319960227887	20.63993010418282	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7903856824238922	0.17687135089994532	0.26647817953960573
GO:0019219	regulation of nucleobase-containing compound metabolic process	biological_process	22.6549524618818	24.165466721823364	22.70237960040087	24.09251059455235	22.921207693638557	24.511756162088922	22.266403800785213	23.803355647275637	10.0	14.0	18.0	19.0	13.0	13.0	3.0	2.0	3.0	3.0	3.0	2.0	-1.5105142599415657	0.005899402743491997	0.027472479976469594
GO:0019222	regulation of metabolic process	biological_process	30.107429196074506	31.129660973182425	30.296981278240672	31.54692199596109	29.792319236910142	31.232455698010288	30.18576669667319	30.37030122234933	472.0	496.0	482.0	509.0	475.0	439.0	11.0	11.0	11.0	11.0	11.0	11.0	-1.022231777107919	0.06690833119637382	0.1210573439833427
GO:0019264	glycine biosynthetic process from serine	biological_process	20.610000669186853	22.571999769453114	20.46439325484175	22.31219771613512	20.03154878869168	22.548660904844393	21.12229765319752	22.811818902179407	3.0	3.0	1.0	2.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-1.9619991002662616	0.004414484482178232	0.025178911490942507
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	biological_process	22.23364706086013	23.759021757165623	21.90570743025461	24.224798005897327	22.514837628507706	22.928177476882766	22.216418756692306	23.838641698497085	4.0	4.0	5.0	5.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-1.5253746963054944	0.026435582968014522	0.06367932267818095
GO:0019318	hexose metabolic process	biological_process	26.889157712294644	28.344684521985645	26.11878701105751	27.93974367933547	26.999256024523806	28.496559470979424	27.305382857829805	28.525749298127256	27.0	26.0	29.0	28.0	27.0	24.0	2.0	5.0	5.0	5.0	3.0	5.0	-1.4555268096910012	0.019964731439580097	0.053009804167160945
GO:0019359	nicotinamide nucleotide biosynthetic process	biological_process	27.08079457585506	28.925064749445184	26.49919243148007	28.79401533038493	26.96927314235764	29.231993959533877	27.572562817134514	28.690194218091282	20.0	27.0	27.0	29.0	26.0	26.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.8442701735901252	0.005804664714890879	0.027472479976469594
GO:0019362	pyridine nucleotide metabolic process	biological_process	28.114345923980174	29.953968171102535	27.556714706076473	29.821693851986762	28.012694295087986	30.25919350161073	28.587995453424114	29.722887418538853	43.0	63.0	65.0	69.0	57.0	61.0	2.0	3.0	3.0	3.0	2.0	3.0	-1.8396222471223602	0.005252420710100355	0.02717988159893057
GO:0019438	aromatic compound biosynthetic process	biological_process	30.35456175231084	32.012477275868136	30.133953929044953	31.891343274779693	30.179303337071858	32.30359387002861	30.68361338214345	31.78975757911797	354.0	465.0	491.0	536.0	515.0	454.0	4.0	6.0	6.0	6.0	6.0	5.0	-1.6579155235572962	0.0021412746722791263	0.022983633806058907
GO:0019439	aromatic compound catabolic process	biological_process	28.102112132453843	29.213844075724893	28.04134854359921	28.91314033635572	27.767125585148676	29.74157230961493	28.42225241266529	28.79203204322331	60.0	55.0	82.0	84.0	83.0	50.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.1117319432710495	0.0387540484337835	0.08065031701084675
GO:0019521	D-gluconate metabolic process	biological_process	21.15837382276344	23.590937733922235	20.30985826586472	23.416488979792927	21.757440081068488	23.561071095037804	21.053534106914228	23.77284571801016	1.0	3.0	4.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-2.4325639111587947	0.004111535059392484	0.025178911490942507
GO:0019538	protein metabolic process	biological_process	28.54487520494273	29.15676201509521	28.69406445435295	28.81706922554421	28.288964543619304	29.28948183956476	28.62019636438181	29.311775188820828	126.0	125.0	134.0	151.0	138.0	121.0	5.0	5.0	3.0	5.0	3.0	5.0	-0.6118868101524804	0.04119982689474501	0.0851647428428286
GO:0019546	arginine deiminase pathway	biological_process	21.926075426010613	23.04902719542662	20.18386852576991	23.25397974528148	22.088845761716133	23.23714927448185	22.58750877574223	22.55099473369949	3.0	2.0	3.0	3.0	2.0	3.0	NA	NA	NA	NA	NA	NA	-1.1229517694160087	0.14374988273000236	0.22999981236800376
GO:0019547	arginine catabolic process to ornithine	biological_process	25.61433267211748	25.696686941310805	25.429771439998678	25.571765987372927	25.128911520919072	25.88197564630311	26.10571872706312	25.616448381078488	5.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	-0.08235426919332411	0.6799811834037056	0.7699786929718432
GO:0019556	histidine catabolic process to glutamate and formamide	biological_process	25.03817802678441	24.51085556031449	25.389912855668587	22.779703869957448	24.417206516525038	25.82473693343493	25.14073254708675	22.277704667391475	8.0	5.0	11.0	11.0	11.0	4.0	NA	NA	NA	NA	NA	NA	0.5273224664699221	0.30244702134125107	0.4085687832153742
GO:0019557	histidine catabolic process to glutamate and formate	biological_process	25.064197188748075	24.642229119092907	25.389912855668587	22.87616235215577	24.46617233559405	25.959432780077826	25.18329592978209	22.41901852446389	8.0	6.0	12.0	12.0	12.0	5.0	NA	NA	NA	NA	NA	NA	0.4219680696551684	0.33293533131469527	0.4401033564159921
GO:0019637	organophosphate metabolic process	biological_process	32.9852371391887	34.720460319758224	32.68838897258357	34.611403347105856	32.7796524961718	34.99686273364701	33.38444537870162	34.50560941099409	1905.0	2378.0	2444.0	2691.0	2611.0	2257.0	9.0	11.0	11.0	11.0	10.0	10.0	-1.7352231805695268	0.0026857134401796967	0.022983633806058907
GO:0019682	glyceraldehyde-3-phosphate metabolic process	biological_process	23.30764125256527	24.703463543798453	23.41425092179469	24.88426677772992	23.486428380730786	24.32024007606223	22.970071182034	24.840655722727565	6.0	8.0	11.0	10.0	9.0	8.0	2.0	3.0	3.0	2.0	3.0	3.0	-1.3958222912331841	0.004581558966372948	0.025718158691624474
GO:0019693	ribose phosphate metabolic process	biological_process	29.992781751748467	31.70426514867475	29.73560462609789	31.590871180167397	29.773211421667376	31.979703733458553	30.376229276589154	31.495416081583123	250.0	303.0	316.0	347.0	342.0	287.0	4.0	5.0	5.0	4.0	5.0	5.0	-1.7114833969262833	0.002479798031869272	0.022983633806058907
GO:0019725	cellular homeostasis	biological_process	24.265644419683234	25.401694541339715	23.51680148734744	25.33196564539847	25.18514661321981	25.211628974480995	23.303959344125428	25.62896378424118	8.0	13.0	13.0	15.0	12.0	14.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.1360501216564813	0.08422846579225243	0.14739981513644176
GO:0019752	carboxylic acid metabolic process	biological_process	31.509033114187602	31.72413768078097	31.6441680845406	31.35571783846012	30.970526956747182	32.184828556936466	31.787994420340237	31.48826101072947	622.0	601.0	827.0	874.0	721.0	573.0	8.0	8.0	8.0	8.0	7.0	8.0	-0.21510456659336796	0.5931866991047212	0.6920511489555081
GO:0019829	cation-transporting ATPase activity	molecular_function	23.687191818927666	25.850787261395226	24.20997135152184	26.14798558789348	23.322787991241174	25.633184501235146	23.340691392605358	25.71670744652261	11.0	14.0	13.0	16.0	13.0	14.0	4.0	3.0	3.0	4.0	2.0	3.0	-2.1635954424675603	0.002696056822367651	0.022983633806058907
GO:0019842	vitamin binding	molecular_function	26.170226556065145	26.684475946777745	26.35382587791779	26.328607064339145	25.89519450348433	25.939979497664666	26.22383040031361	27.382005092984986	20.0	21.0	23.0	27.0	23.0	21.0	5.0	4.0	5.0	5.0	5.0	5.0	-0.5142493907125996	0.4339833356076413	0.5422590968241522
GO:0019843	rRNA binding	molecular_function	27.53502356194512	28.458304719550014	27.729675022526934	28.214349962824183	27.08370904595561	28.425612100065145	27.70389175202657	28.694618051390012	69.0	64.0	73.0	80.0	74.0	64.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.9232811576048938	0.020564031304298895	0.05351991981316192
GO:0019877	diaminopimelate biosynthetic process	biological_process	20.350843071025604	23.28634975435535	19.94798537619993	22.735076713942288	20.930322201027863	23.01150304014134	19.934519562645733	23.862672753136838	3.0	4.0	3.0	4.0	2.0	4.0	NA	NA	NA	NA	NA	NA	-2.935506683329745	0.00344697701182032	0.02412962390835918
GO:0022402	cell cycle process	biological_process	23.42181092332835	25.80383562122481	23.292483887967524	24.99401956605286	23.584901515541077	26.074676490104707	23.37199410843257	26.094300817017498	7.0	10.0	12.0	13.0	9.0	13.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.3820246978964583	0.003516273616156064	0.02412962390835918
GO:0022607	cellular component assembly	biological_process	26.337178771565128	27.504923924962373	26.37390384068185	27.141223225445728	26.107326123936037	27.734399656673173	26.50260243918371	27.57589391405489	22.0	29.0	32.0	33.0	28.0	29.0	3.0	5.0	3.0	4.0	5.0	5.0	-1.1677451533972452	0.005507790210718678	0.027472479976469594
GO:0022613	ribonucleoprotein complex biogenesis	biological_process	22.304472850612346	23.971786366432053	22.333006950639085	24.21906845558025	21.07845369768769	23.638913017372055	22.939093410010226	23.999050152842425	3.0	7.0	5.0	6.0	5.0	6.0	2.0	2.0	2.0	2.0	1.0	1.0	-1.667313515819707	0.032865088601051196	0.0710347178184124
GO:0022618	ribonucleoprotein complex assembly	biological_process	25.704717794392096	25.72448975585279	25.988947644390016	24.849389853457843	25.406623653938688	24.3764579645713	25.6591581086752	26.7685035045791	12.0	8.0	11.0	11.0	11.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.019771961460694598	0.6622270370344133	0.7596496365236474
GO:0022625	cytosolic large ribosomal subunit	cellular_component	26.674829802371764	27.522740326193052	26.91475180827375	26.79087672091773	26.306016558665533	27.626208358267398	26.737852106799078	27.927121885978238	24.0	21.0	25.0	28.0	22.0	21.0	NA	NA	NA	NA	NA	NA	-0.8479105238212874	0.10776948068970217	0.18088828366445925
GO:0022627	cytosolic small ribosomal subunit	cellular_component	26.1819308023736	26.587245510366607	26.613344795583266	26.646711679784516	25.858651535778407	26.679934100088573	25.951185012682885	26.421656304527875	17.0	13.0	15.0	16.0	17.0	13.0	NA	NA	NA	NA	NA	NA	-0.40531470799300706	0.153396598345341	0.2393221894478597
GO:0022804	active transmembrane transporter activity	molecular_function	26.41146690249135	27.916429401538572	26.916756626694852	28.17468502873354	25.717520366763573	27.743848951233073	26.35622204984452	27.79097302977919	51.0	65.0	63.0	75.0	64.0	69.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.5049624990472203	0.01342677916960328	0.04412362709862447
GO:0022836	gated channel activity	molecular_function	23.861632822427048	23.56822643756425	24.747999868927717	23.270824979598327	22.875713446224328	24.24397804824946	23.232535298447658	22.80420954442048	3.0	4.0	7.0	7.0	4.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0	0.2934063848627986	0.81422631848898	0.8539713715394799
GO:0022857	transmembrane transporter activity	molecular_function	28.750629460264648	29.39597147306941	29.310718594709233	29.582836896402767	27.464922712218513	29.309630563178267	28.90828101043559	29.27536903909705	168.0	204.0	208.0	247.0	204.0	229.0	11.0	9.0	11.0	11.0	11.0	11.0	-0.6453420128047611	0.2191609556534722	0.3170333384727638
GO:0022890	inorganic cation transmembrane transporter activity	molecular_function	26.268500220682782	26.925607193308323	26.886515098385548	27.16538700377302	24.71683240908234	26.79543624106122	26.43729958814239	26.78233701886074	29.0	35.0	33.0	44.0	36.0	39.0	5.0	4.0	5.0	5.0	5.0	4.0	-0.6571069726255416	0.2517443620955142	0.3548616179653015
GO:0022900	electron transport chain	biological_process	24.663149043602928	26.209488385576464	24.86372493566352	26.26111277081133	24.08145723533284	24.661170563175613	24.905188392456107	26.90696000759175	8.0	7.0	8.0	9.0	8.0	7.0	NA	NA	NA	NA	NA	NA	-1.5463393419735354	0.13896862458679599	0.2229288352746519
GO:0030001	metal ion transport	biological_process	23.418683476778032	23.92045729968115	23.754957897266337	24.21630519628327	22.47639160469539	23.502952070703873	23.702133961869613	23.954215799637762	7.0	5.0	5.0	6.0	6.0	5.0	3.0	3.0	1.0	2.0	3.0	3.0	-0.5017738229031181	0.2818621133411932	0.38524585942935424
GO:0030145	manganese ion binding	molecular_function	21.393363026508688	22.534150156115842	20.479159502250255	21.803670454633554	21.957433829660285	23.4767414593296	21.380215564236646	21.461118777211187	1.0	5.0	6.0	6.0	5.0	6.0	NA	NA	NA	NA	NA	NA	-1.1407871296071548	0.2671481572864598	0.3714746385744001
GO:0030162	regulation of proteolysis	biological_process	25.21915460740455	23.636053433559546	25.30406288084598	23.26160719864998	25.01465051446293	22.16506185205861	25.31884401842905	24.537443059369945	9.0	9.0	3.0	3.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5831011738450051	0.05241876213910973	0.10122243723414322
GO:0030170	pyridoxal phosphate binding	molecular_function	22.033684539790745	23.55742311283936	21.626338854149022	23.361353233872265	22.31367348580737	23.125808051917858	22.07885498185549	24.027979119471983	7.0	9.0	5.0	8.0	8.0	8.0	NA	NA	NA	NA	NA	NA	-1.5237385730486146	0.011287560225909233	0.04301923267523727
GO:0030261	chromosome condensation	biological_process	25.082194246677304	24.43001521649012	25.55824441022543	20.61089767891818	18.13685216674801	24.737281332411666	25.76112745671726	25.188566343512182	3.0	4.0	1.0	2.0	3.0	4.0	NA	NA	NA	NA	NA	NA	0.6521790301871846	0.9071660544296813	0.9267235315566894
GO:0030388	fructose 1,6-bisphosphate metabolic process	biological_process	23.030079142492752	25.92331322694321	24.110156518437037	26.560948383960923	20.93234352158358	25.72926927909027	22.413522754171556	25.11252711267223	4.0	3.0	4.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-2.8932340844504587	0.030368772615566145	0.0682314556621996
GO:0030955	potassium ion binding	molecular_function	24.153433752931058	26.90664216974373	23.000146287668628	26.31905437433541	24.508084522805518	27.64680183955696	24.50021982926653	26.316298518215003	3.0	6.0	6.0	6.0	6.0	5.0	NA	NA	NA	NA	NA	NA	-2.7532084168126723	0.01458732151753551	0.04584586762654017
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	cellular_component	19.444031197592558	22.105687121177187	17.641517380064474	22.16850457983078	19.998331009217992	22.23596007828228	19.76002581662161	21.88976496472208	2.0	4.0	4.0	4.0	3.0	4.0	NA	NA	NA	NA	NA	NA	-2.661655923584629	0.017261808056657436	0.049181554637775626
GO:0030976	thiamine pyrophosphate binding	molecular_function	22.803753945463857	25.48342807559355	22.807408087082525	25.28584200061018	22.860406746844287	23.93772934150186	22.740968742967357	26.319725377647373	5.0	6.0	6.0	7.0	5.0	6.0	NA	NA	NA	NA	NA	NA	-2.679674130129694	0.026192189067246026	0.06367932267818095
GO:0031224	intrinsic component of membrane	cellular_component	27.51245433164545	27.964063330040087	26.77288357509245	27.358413130282553	27.15668074138176	27.92976573014905	28.20812035858921	28.41435640850824	63.0	84.0	76.0	87.0	78.0	81.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.45160899839463653	0.37787455145956944	0.4839308185012365
GO:0031323	regulation of cellular metabolic process	biological_process	27.179899418217268	28.833629245044666	27.511627141153163	29.27838056676528	26.853384936172446	28.99598300059681	27.096788078371443	27.88968286057116	79.0	88.0	99.0	105.0	89.0	83.0	11.0	11.0	11.0	11.0	11.0	11.0	-1.6537298268273979	0.028076134506339584	0.0642933042970453
GO:0031324	negative regulation of cellular metabolic process	biological_process	22.531445789858445	25.922637418069936	23.712105627100016	26.716545644652857	21.168290484777447	25.663407819553786	20.993873179418475	24.70739662866997	6.0	3.0	6.0	6.0	6.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	-3.391191628211491	0.023791461093758227	0.059818530750020686
GO:0031325	positive regulation of cellular metabolic process	biological_process	24.366291337994085	25.20704393914092	24.36726056501141	25.19182061385861	24.437020414707646	25.878032792619692	24.290893942748056	23.94976638299605	7.0	7.0	5.0	5.0	6.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.8407526011468356	0.3202933705159984	0.425689131754909
GO:0031326	regulation of cellular biosynthetic process	biological_process	25.412132863352518	27.161804308684157	25.766046568912028	27.62695015907108	25.10580110836016	27.34847118497624	25.281264725915808	26.107148003953697	29.0	39.0	45.0	48.0	36.0	37.0	6.0	6.0	6.0	6.0	6.0	6.0	-1.7496714453316393	0.03167830926292544	0.0697606252163907
GO:0031406	carboxylic acid binding	molecular_function	24.060882933681487	24.696789519813766	24.33506040989315	24.408015157481287	22.539089607749855	24.91652643025384	24.589397056102012	24.720941221595325	3.0	5.0	6.0	6.0	4.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.635906586132279	0.2634387281431756	0.36714537677872433
GO:0031419	cobalamin binding	molecular_function	25.005180058848254	25.320223538130023	24.430970330801443	24.912149363499843	25.309951588086342	24.641840784483524	25.133635707405357	26.01755785009977	6.0	3.0	7.0	7.0	7.0	3.0	NA	NA	NA	NA	NA	NA	-0.3150434792817691	0.6658310684398723	0.7623641973214894
GO:0031640	killing of cells of other organism	biological_process	22.207630372736396	22.467394303108406	20.182736613726828	23.115996200630285	22.89249894730617	22.67326516030305	22.405145078341526	20.625572979910256	6.0	6.0	6.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.25976393037201007	0.7970116516700372	0.8450244017706462
GO:0032153	cell division site	cellular_component	22.429976582326507	24.773177468503352	22.37235013292893	23.89059724858568	22.522492853314233	25.09399072828341	22.390381771981698	25.04647737720254	4.0	3.0	4.0	5.0	4.0	5.0	NA	NA	NA	NA	NA	NA	-2.343200886176845	0.004759529368255179	0.025718158691624474
GO:0032264	IMP salvage	biological_process	20.09213558784318	22.56947072712725	18.531723294462964	22.348184222950373	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.477335139284069	0.015427897075696174	0.0462006141761293
